bucket,n,mean_delta,ci_low,ci_high,std_delta,median_delta,win_rate,wins,losses,characteristic,metric,granularity,model
201-500 tokens,428,0.1542056074766355,0.12149532710280374,0.19158878504672897,0.3611457297261001,0.0,0.1542056074766355,66,0,conflict_size_bucket,exact_match,file,qwen3-32b
501-1000 tokens,438,0.12100456621004566,0.091324200913242,0.15296803652968036,0.3261325821906857,0.0,0.12100456621004566,53,0,conflict_size_bucket,exact_match,file,qwen3-32b
51-200 tokens,328,0.14634146341463414,0.10975609756097561,0.18597560975609756,0.35344821332169357,0.0,0.14634146341463414,48,0,conflict_size_bucket,exact_match,file,qwen3-32b
1-50 tokens,42,0.6408382122904415,0.5719878434039337,0.7102888665779319,0.22804544376183156,0.6449008404036761,1.0,42,0,conflict_size_bucket,similarity,file,qwen3-32b
1000+ tokens,652,0.2262861483527269,0.20379994237469878,0.24733438241908273,0.2856708567682806,0.19316133378176747,0.8895705521472392,580,72,conflict_size_bucket,similarity,file,qwen3-32b
201-500 tokens,428,0.36731872535475596,0.3445762530098271,0.389409800195841,0.23523389372837764,0.3539524635663204,0.9929906542056075,425,3,conflict_size_bucket,similarity,file,qwen3-32b
501-1000 tokens,438,0.2926652778909048,0.2701496490976786,0.31484834798281247,0.2397479080528046,0.254990661441745,0.9726027397260274,426,12,conflict_size_bucket,similarity,file,qwen3-32b
51-200 tokens,328,0.4523139540480153,0.42155433143229093,0.4842439013905189,0.2829478532812648,0.4509323265169737,0.9878048780487805,324,4,conflict_size_bucket,similarity,file,qwen3-32b
1-50 tokens,42,0.7364700940882377,0.6797286345900047,0.7889971536883121,0.18278476238998914,0.7761852782194738,1.0,42,0,conflict_size_bucket,bleu3,file,qwen3-32b
1000+ tokens,652,0.19294117668730892,0.16986231310646846,0.2152320330238385,0.3077380233424427,0.13950818774492008,0.8512269938650306,555,97,conflict_size_bucket,bleu3,file,qwen3-32b
201-500 tokens,428,0.34923706213016903,0.32676797635986854,0.37245016678522697,0.23993888838053495,0.3295384399980219,0.9813084112149533,420,8,conflict_size_bucket,bleu3,file,qwen3-32b
501-1000 tokens,438,0.2708980238940281,0.24856698294917626,0.29420343953555733,0.24482742489755333,0.23633928641809604,0.952054794520548,417,21,conflict_size_bucket,bleu3,file,qwen3-32b
51-200 tokens,328,0.4379147189721075,0.40778882518799225,0.47000923239314646,0.2869761823805693,0.43401990913234323,0.9878048780487805,324,4,conflict_size_bucket,bleu3,file,qwen3-32b
1-50 tokens,42,0.6338222490793347,0.5754670534045949,0.6922632951799682,0.19641989012588584,0.5349700808644017,1.0,42,0,conflict_size_bucket,rouge_l,file,qwen3-32b
1000+ tokens,652,0.18978889220046574,0.16875905581419853,0.21017748921648624,0.27812426030327736,0.14505053569864962,0.8987730061349694,586,66,conflict_size_bucket,rouge_l,file,qwen3-32b
201-500 tokens,428,0.32462816375043246,0.30252104440173894,0.34649309772440734,0.22904529107080868,0.29913286184805643,0.9929906542056075,425,3,conflict_size_bucket,rouge_l,file,qwen3-32b
501-1000 tokens,438,0.25254909786554064,0.2311644713079845,0.27372627537518845,0.2254034822249872,0.20703422650137066,0.9817351598173516,430,8,conflict_size_bucket,rouge_l,file,qwen3-32b
51-200 tokens,328,0.40892224142772216,0.37856085737550993,0.44064445451060186,0.284044517459069,0.39588649015582705,0.9878048780487805,324,4,conflict_size_bucket,rouge_l,file,qwen3-32b
Large (5K-10K),282,0.09219858156028368,0.05673758865248227,0.1276595744680851,0.2893060716932076,0.0,0.09219858156028368,26,0,context_size_bucket,exact_match,file,qwen3-32b
Medium (1K-5K),1062,0.15160075329566855,0.13088512241054615,0.1751412429378531,0.35863346873354474,0.0,0.15160075329566855,161,0,context_size_bucket,exact_match,file,qwen3-32b
Small (<1K),455,0.17582417582417584,0.14065934065934066,0.210989010989011,0.3806705071579949,0.0,0.17582417582417584,80,0,context_size_bucket,exact_match,file,qwen3-32b
Very Large (10K+),89,0.0449438202247191,0.011235955056179775,0.0898876404494382,0.20718077432118845,0.0,0.0449438202247191,4,0,context_size_bucket,exact_match,file,qwen3-32b
Large (5K-10K),282,0.11423218652690922,0.09140910495765155,0.13747964132912543,0.1898033216144465,0.09537036682950495,0.9078014184397163,256,26,context_size_bucket,similarity,file,qwen3-32b
Medium (1K-5K),1062,0.2784588150696804,0.2649050871679293,0.292145947535486,0.2324894577138809,0.25389117093975144,0.9548022598870056,1014,48,context_size_bucket,similarity,file,qwen3-32b
Small (<1K),455,0.5379059060791241,0.5113375278709802,0.5632838136778159,0.27733525245480795,0.5779784069288314,0.9736263736263736,443,12,context_size_bucket,similarity,file,qwen3-32b
Very Large (10K+),89,0.39919810412794254,0.32963238843269194,0.463866036083418,0.3196722743022341,0.3609288065533831,0.9438202247191011,84,5,context_size_bucket,similarity,file,qwen3-32b
Large (5K-10K),282,0.0787155355176732,0.05561151775367498,0.10170677793050917,0.1882239786908462,0.06401980907121219,0.8687943262411347,245,37,context_size_bucket,bleu3,file,qwen3-32b
Medium (1K-5K),1062,0.25431300021057707,0.24065245144629094,0.26859740709839225,0.23728595607453906,0.22917772054933916,0.9397363465160076,998,64,context_size_bucket,bleu3,file,qwen3-32b
Small (<1K),455,0.5265334376863572,0.49809956957267004,0.5532429355396772,0.2930875129037006,0.566908851070622,0.9648351648351648,439,16,context_size_bucket,bleu3,file,qwen3-32b
Very Large (10K+),89,0.41170016455134917,0.32640690319260895,0.4961701168348282,0.4080847316160142,0.31113091843428053,0.8539325842696629,76,13,context_size_bucket,bleu3,file,qwen3-32b
Large (5K-10K),282,0.07915238945566358,0.057874180627554714,0.09887400500555522,0.16549444149934345,0.06456603644303649,0.9184397163120568,259,23,context_size_bucket,rouge_l,file,qwen3-32b
Medium (1K-5K),1062,0.2334978818766029,0.22072958108875568,0.2461300518554066,0.21443375947255663,0.19909096559650974,0.9595103578154426,1019,43,context_size_bucket,rouge_l,file,qwen3-32b
Small (<1K),455,0.5045150737234961,0.478566053918464,0.5293110521573038,0.27477960702130516,0.5257685729779336,0.9758241758241758,444,11,context_size_bucket,rouge_l,file,qwen3-32b
Very Large (10K+),89,0.3842321729323638,0.30959317913207446,0.45860120859269654,0.3662483505471009,0.26741784711272465,0.9550561797752809,85,4,context_size_bucket,rouge_l,file,qwen3-32b
