label,quantitative_metric,mean_with_label,mean_without_label,diff_means,mann_whitney_u,mann_whitney_p,n_with,n_without
fix_oriented,gt_loc_delta,54.0,50.5687263556116,3.4312736443883978,30882.0,0.8363018875195407,79,793
test_oriented,agent_vs_gt_diff_lines_removed,181.84615384615384,40.77336448598131,141.07278936017252,5744.0,0.8406815374449305,13,859
test_oriented,gt_diff_total_change,152.84615384615384,155.86495925494762,-3.0188054087937815,5762.0,0.8434343792648606,13,859
accurate,gt_loc,551.6666666666666,660.4556962025316,-108.78902953586498,1389.5,0.8443541353126008,3,869
simple_commit_message,gt_diff_hunks,7.166666666666667,7.704747774480712,-0.5380811078140448,67330.0,0.8454060423666354,198,674
misprioritization,gt_sloc,410.77777777777777,523.4859484777518,-112.708170699974,7481.5,0.8470310281910859,18,854
vague_commit_message,n_commits_a,14.903030303030302,7.667609618104668,7.235420684925635,58871.5,0.8496240418290211,165,707
test_oriented,n_commits_b,10.153846153846153,4.292200232828871,5.861645921017282,5742.5,0.852639095618147,13,859
refactor_oriented,bypass_vs_gt_diff_total_change,-38.35294117647059,-62.66823529411765,24.315294117647063,7040.0,0.8544054376560088,17,855
vague_commit_message,agent_vs_bypass_diff_lines_removed,88.85185185185185,61.29202279202279,27.559829059829056,56342.5,0.8557445124517639,165,707
test_oriented,agent_vs_gt_diff_hunks,-1.2307692307692308,-0.1647196261682243,-1.0660496046010066,5403.5,0.8559528621712916,13,859
fix_oriented,agent_vs_bypass_diff_total_change,140.9102564102564,142.06361323155215,-1.1533568212957448,31032.5,0.8572865604386769,79,793
detailed_commit_message,gt_diff_lines_added,105.00558659217877,102.59163059163059,2.4139560005481826,62560.0,0.8583701462794918,179,693
accurate,agent_vs_gt_diff_hunks,0.6666666666666666,-0.1836027713625866,0.8502694380292533,1375.0,0.859288224384644,3,869
modification_bias,bypass_vs_gt_diff_lines_added,-50.90449438202247,-35.85486211901306,-15.049632263009407,60824.5,0.8651151588867753,178,694
misprioritization,agent_vs_bypass_diff_lines_removed,8.764705882352942,67.61747343565526,-58.852767553302314,7026.5,0.8651603125843224,18,854
accurate,n_commits_b,7.0,4.37054085155351,2.6294591484464904,1235.5,0.8699502471580638,3,869
favored_simplicity,gt_sloc_delta,32.06531531531532,44.245327102803735,-12.180011787488418,95621.5,0.8706953831476365,444,428
structural_change_bias,agent_vs_bypass_diff_hunks,2.9518900343642613,2.586387434554974,0.36550259980928734,82815.5,0.8714573846783489,292,580
vague_commit_message,gt_diff_lines_added,114.26666666666667,100.47807637906648,13.788590287600186,58770.5,0.8792528477454437,165,707
accurate,gt_sloc,430.3333333333333,521.4729574223245,-91.13962408899118,1369.0,0.8813526428353808,3,869
fix_oriented,agent_vs_gt_sloc_delta,0.7974683544303798,-10.578481012658228,11.375949367088609,30900.5,0.8860548891706523,79,793
fix_oriented,agent_vs_gt_sloc,0.7974683544303798,-10.578481012658228,11.375949367088609,30900.5,0.8860548891706523,79,793
vague_commit_message,agent_vs_bypass_loc_delta,1.9135802469135803,10.693732193732194,-8.780151946818613,57258.0,0.890091232163633,165,707
vague_commit_message,agent_vs_bypass_loc,1.9135802469135803,10.693732193732194,-8.780151946818613,57258.0,0.890091232163633,165,707
simple_commit_message,bypass_vs_gt_diff_lines_added,-43.52040816326531,-37.60804769001491,-5.912360473250402,65354.0,0.8938420641127086,198,674
refactor_oriented,gt_diff_lines_removed,41.88235294117647,52.94853801169591,-11.066185070519438,7394.5,0.9019644092605805,17,855
refactor_oriented,gt_sloc_delta,54.94117647058823,37.707602339181285,17.233574131406947,7148.5,0.9082225015514466,17,855
refactor_oriented,bypass_vs_gt_diff_lines_removed,-11.352941176470589,-23.48470588235294,12.131764705882352,7115.5,0.9106165448099381,17,855
vague_commit_message,agent_vs_gt_sloc,-30.581818181818182,-4.613636363636363,-25.96818181818182,57801.0,0.9233414520744141,165,707
vague_commit_message,agent_vs_gt_sloc_delta,-30.581818181818182,-4.613636363636363,-25.96818181818182,57801.0,0.9233414520744141,165,707
detailed_commit_message,n_commits_total,12.039106145251397,13.772005772005771,-1.7328996267543744,62294.0,0.9280592939146043,179,693
misprioritization,gt_loc_delta,111.22222222222223,49.60772833723654,61.61449388498569,7778.0,0.9310315032210391,18,854
misprioritization,gt_diff_hunks,5.388888888888889,7.628805620608899,-2.23991673172001,7595.0,0.9313454842611364,18,854
favored_complexity,agent_vs_bypass_loc,-14.043062200956937,30.68834080717489,-44.73140300813183,92904.0,0.9326897265914211,420,452
favored_complexity,agent_vs_bypass_loc_delta,-14.043062200956937,30.68834080717489,-44.73140300813183,92904.0,0.9326897265914211,420,452
detailed_commit_message,gt_diff_total_change,153.20111731843576,156.4963924963925,-3.2952751779567393,62248.0,0.9405552807165743,179,693
refactor_oriented,agent_vs_gt_diff_lines_removed,-3.1875,43.74794841735053,-46.93544841735053,6895.5,0.9427628312874985,17,855
feature_oriented,agent_vs_bypass_diff_total_change,237.96,136.06265356265357,101.89734643734644,20228.5,0.9436758896447038,52,820
detailed_commit_message,bypass_vs_gt_sloc,-16.536312849162012,-10.755813953488373,-5.78049889567364,61380.5,0.9461831317800652,179,693
detailed_commit_message,bypass_vs_gt_sloc_delta,-16.536312849162012,-10.755813953488373,-5.78049889567364,61380.5,0.9461831317800652,179,693
refactor_oriented,gt_loc_delta,75.94117647058823,50.3812865497076,25.55988992088063,7336.5,0.9468750487004295,17,855
test_oriented,gt_sloc_delta,55.07692307692308,37.78579743888242,17.29112563804066,5644.0,0.946905618278268,13,859
vague_commit_message,bypass_vs_gt_sloc,-20.432098765432098,-10.0,-10.432098765432098,56943.5,0.953850639515873,165,707
vague_commit_message,bypass_vs_gt_sloc_delta,-20.432098765432098,-10.0,-10.432098765432098,56943.5,0.953850639515873,165,707
test_oriented,gt_loc_delta,68.53846153846153,50.612339930151336,17.926121608310197,5633.0,0.9566338779837869,13,859
detailed_commit_message,bypass_vs_gt_loc_delta,-20.547486033519554,-15.084302325581396,-5.463183707938159,61424.5,0.9586140678448246,179,693
detailed_commit_message,bypass_vs_gt_loc,-20.547486033519554,-15.084302325581396,-5.463183707938159,61424.5,0.9586140678448246,179,693
fix_oriented,gt_diff_hunks,6.848101265822785,7.655737704918033,-0.8076364390952477,31420.0,0.9638926623553307,79,793
refactor_oriented,gt_sloc,586.2941176470588,519.8643274853802,66.42979016167862,7228.0,0.969746315143496,17,855
refactor_oriented,gt_loc,724.3529411764706,658.8035087719298,65.54943240454077,7231.0,0.972072565928892,17,855
vague_commit_message,gt_loc_delta,48.8,51.364922206506364,-2.564922206506367,58401.0,0.9800031096433811,165,707
favored_simplicity,agent_vs_bypass_loc_delta,2.795918367346939,15.56501182033097,-12.76909345298403,93330.5,0.9872667187380298,444,428
favored_simplicity,agent_vs_bypass_loc,2.795918367346939,15.56501182033097,-12.76909345298403,93330.5,0.9872667187380298,444,428
vague_commit_message,gt_diff_hunks,8.993939393939394,7.253182461103253,1.740756932836141,58289.5,0.989660724186355,165,707
unclear,agent_vs_gt_diff_hunks,0.9680851063829787,-0.32,1.2880851063829788,36408.0,0.9941623446431969,94,778
feature_oriented,gt_diff_lines_removed,70.98076923076923,51.57560975609756,19.405159474671663,21307.0,0.9943298350100802,52,820
