label,quantitative_metric,mean_with_label,mean_without_label,diff_means,mann_whitney_u,mann_whitney_p,n_with,n_without
unclear,bypass_vs_gt_diff_lines_removed,-6.293478260869565,-25.259354838709676,18.96587657784011,45031.5,1.3644222371311233e-05,94,778
detailed_commit_message,agent_vs_gt_diff_total_change,34.26966292134831,90.50361794500724,-56.23395502365892,48551.5,1.4442775783565038e-05,179,693
unclear,agent_vs_bypass_diff_total_change,67.8804347826087,150.78756476683938,-82.90712998423068,25793.5,1.743941169556464e-05,94,778
misprioritization,agent_vs_gt_diff_total_change,-242.44444444444446,85.78378378378379,-328.22822822822826,3301.0,3.530152205450092e-05,18,854
detailed_commit_message,agent_vs_bypass_sloc,-21.59550561797753,8.706997084548105,-30.302502702525636,49009.0,4.833867562330894e-05,179,693
detailed_commit_message,agent_vs_bypass_sloc_delta,-21.59550561797753,8.706997084548105,-30.302502702525636,49009.0,4.833867562330894e-05,179,693
modification_bias,agent_vs_gt_diff_total_change,103.75706214689265,72.64884393063583,31.108218216256816,73308.0,5.117299040822591e-05,178,694
unclear,agent_vs_bypass_diff_lines_removed,32.30434782608695,70.52979274611398,-38.22544492002703,26433.5,5.729109071022149e-05,94,778
favored_simplicity,agent_vs_bypass_diff_total_change,178.26984126984127,104.10401891252955,74.16582235731171,107886.5,6.723684400610898e-05,444,428
unclear,gt_loc,459.93617021276594,684.2634961439588,-224.3273259311929,27527.0,8.907677624717397e-05,94,778
favored_complexity,agent_vs_bypass_diff_hunks,1.8660287081339713,3.5,-1.6339712918660287,79162.0,0.00010845898773835309,420,452
unclear,gt_sloc,365.43617021276594,539.974293059126,-174.53812284636007,27816.0,0.00014867117232001385,94,778
favored_complexity,agent_vs_gt_diff_total_change,91.96411483253588,66.95565410199556,25.00846073054032,108277.0,0.0001489294562951971,420,452
favored_simplicity,gt_diff_total_change,175.13738738738738,135.7803738317757,39.35701355561167,108935.5,0.00018124098709971934,444,428
structural_change_bias,n_commits_b,5.25,3.9413793103448276,1.3086206896551724,96717.0,0.00029215227283054267,292,580
detailed_commit_message,agent_vs_bypass_diff_hunks,1.702247191011236,2.9708454810495626,-1.2685982900383266,50657.0,0.0004019790236206641,179,693
misprioritization,agent_vs_gt_diff_lines_added,-143.88888888888889,39.90834312573443,-183.79723201462332,3938.0,0.00041206264136771413,18,854
unclear,agent_vs_bypass_diff_lines_added,35.57608695652174,80.25777202072538,-44.68168506420364,27631.5,0.0004953070282339286,94,778
structural_change_bias,gt_diff_hunks,8.76027397260274,6.989655172413793,1.770618800188946,96783.0,0.0005185597945186478,292,580
favored_simplicity,agent_vs_gt_diff_lines_added,31.853273137697517,40.51877934272301,-8.66550620502549,81548.0,0.0005301446503209103,444,428
favored_simplicity,agent_vs_gt_diff_hunks,-1.1060948081264108,0.7816901408450704,-1.8877849489714813,81841.5,0.0005637681818370767,444,428
modification_bias,n_commits_b,6.808988764044944,3.7564841498559076,3.0525046141890364,71387.5,0.0006988521339985229,178,694
modification_bias,agent_vs_bypass_diff_total_change,168.11864406779662,135.2197962154294,32.898847852367226,70799.5,0.0007305447860403069,178,694
unclear,agent_vs_bypass_diff_hunks,1.6956521739130435,2.8303108808290154,-1.134658706915972,27952.0,0.000741177632274778,94,778
detailed_commit_message,agent_vs_gt_diff_hunks,-0.2808988764044944,-0.1548480463096961,-0.1260508300947983,51711.0,0.0008375662570779942,179,693
unclear,bypass_vs_gt_diff_total_change,-22.434782608695652,-66.91096774193548,44.476185133239824,43018.5,0.0009703777175870276,94,778
modification_bias,agent_vs_gt_diff_lines_added,48.898305084745765,32.828034682080926,16.07027040266484,70933.5,0.0011391026447124077,178,694
misprioritization,bypass_vs_gt_diff_total_change,-311.4117647058824,-57.207058823529415,-254.20470588235295,3962.0,0.001175234799038202,18,854
modification_bias,agent_vs_gt_diff_lines_removed,54.85875706214689,39.820809248554916,15.037947813591977,70768.5,0.0013018518375960907,178,694
favored_complexity,agent_vs_bypass_diff_lines_removed,73.52392344497608,59.83856502242153,13.68535842255455,81738.0,0.0016926377389661167,420,452
favored_simplicity,gt_loc,749.1644144144144,567.6682242990654,181.496190115349,106670.5,0.0017224015278540776,444,428
favored_simplicity,gt_sloc,589.3063063063063,450.46495327102804,138.84135303527825,106643.5,0.001765495209178929,444,428
structural_change_bias,bypass_vs_gt_diff_lines_added,-24.345890410958905,-46.358260869565214,22.01237045860631,94388.0,0.0022503150494946004,292,580
modification_bias,agent_vs_bypass_diff_lines_added,100.090395480226,69.16448326055313,30.925912219672867,69841.5,0.002254344802727591,178,694
structural_change_bias,bypass_vs_gt_diff_total_change,-42.363013698630134,-72.26086956521739,29.897855866587257,94375.5,0.0023519802494012896,292,580
modification_bias,agent_vs_bypass_sloc,21.406779661016948,-2.416302765647744,23.82308242666469,69660.0,0.0027408935236001466,178,694
modification_bias,agent_vs_bypass_sloc_delta,21.406779661016948,-2.416302765647744,23.82308242666469,69660.0,0.0027408935236001466,178,694
misprioritization,agent_vs_gt_diff_lines_removed,-98.55555555555556,45.87544065804936,-144.4309962136049,4539.0,0.0029048341624676433,18,854
simple_commit_message,agent_vs_bypass_diff_total_change,172.47938144329896,133.12238805970148,39.356993383597484,74068.5,0.0030164652541426443,198,674
favored_complexity,gt_diff_lines_added,110.01904761904763,96.64601769911505,13.373029919932577,105855.0,0.0032534764461852267,420,452
unclear,agent_vs_bypass_sloc_delta,-1.5217391304347827,2.9391191709844557,-4.460858301419238,28972.0,0.003817514810713892,94,778
unclear,agent_vs_bypass_sloc,-1.5217391304347827,2.9391191709844557,-4.460858301419238,28972.0,0.003817514810713892,94,778
simple_commit_message,agent_vs_gt_diff_lines_added,54.52040816326531,30.7369985141159,23.78340964914941,74838.5,0.004050070670497982,198,674
simple_commit_message,agent_vs_gt_diff_hunks,0.576530612244898,-0.4011887072808321,0.9777193195257301,74618.5,0.004302804453886775,198,674
unclear,bypass_vs_gt_diff_lines_added,-16.141304347826086,-41.651612903225804,25.510308555399718,42002.0,0.004333070629127125,94,778
favored_simplicity,gt_diff_lines_added,110.48423423423424,95.41355140186916,15.07068283236508,105600.5,0.004414049649454232,444,428
simple_commit_message,agent_vs_bypass_diff_lines_added,99.91752577319588,68.42985074626866,31.48767502692722,73675.0,0.00454352113951837,198,674
unclear,agent_vs_gt_sloc_delta,-9.106382978723405,-9.59741935483871,0.4910363761153054,29965.5,0.004832093128257796,94,778
unclear,agent_vs_gt_sloc,-9.106382978723405,-9.59741935483871,0.4910363761153054,29965.5,0.004832093128257796,94,778
modification_bias,bypass_vs_gt_diff_lines_removed,-13.089887640449438,-25.870827285921624,12.780939645472186,69171.5,0.0055176774240934074,178,694
modification_bias,agent_vs_bypass_loc_delta,32.07909604519774,3.11353711790393,28.965558927293806,68923.0,0.006055587134454649,178,694
modification_bias,agent_vs_bypass_loc,32.07909604519774,3.11353711790393,28.965558927293806,68923.0,0.006055587134454649,178,694
structural_change_bias,agent_vs_gt_diff_total_change,82.81786941580756,77.0553633217993,5.762506094008259,93666.5,0.006133775527665618,292,580
misprioritization,bypass_vs_gt_diff_lines_removed,-113.11764705882354,-21.449411764705882,-91.66823529411765,4581.5,0.006487453809052718,18,854
unclear,agent_vs_gt_loc_delta,-6.3936170212765955,-7.39741935483871,1.0038023335621142,30189.5,0.0066111597892934025,94,778
unclear,agent_vs_gt_loc,-6.3936170212765955,-7.39741935483871,1.0038023335621142,30189.5,0.0066111597892934025,94,778
favored_complexity,gt_sloc_delta,43.7,32.78761061946903,10.912389380530975,105006.0,0.0066300612196351786,420,452
favored_complexity,agent_vs_gt_diff_lines_added,31.669856459330145,40.208425720620845,-8.5385692612907,103998.5,0.008397696534373167,420,452
unclear,agent_vs_bypass_loc,3.260869565217391,9.737046632124352,-6.476177066906962,29617.5,0.00916297738986183,94,778
unclear,agent_vs_bypass_loc_delta,3.260869565217391,9.737046632124352,-6.476177066906962,29617.5,0.00916297738986183,94,778
structural_change_bias,bypass_vs_gt_loc_delta,-7.842465753424658,-20.462608695652175,12.620142942227517,92783.0,0.009332740481445579,292,580
structural_change_bias,bypass_vs_gt_loc,-7.842465753424658,-20.462608695652175,12.620142942227517,92783.0,0.009332740481445579,292,580
modification_bias,gt_diff_hunks,8.915730337078651,7.240634005763689,1.675096331314962,69502.5,0.009381717809041092,178,694
feature_oriented,n_commits_b,8.326923076923077,4.1292682926829265,4.19765478424015,25641.5,0.009556285240646044,52,820
accurate,agent_vs_bypass_diff_total_change,-89.0,142.7642276422764,-231.7642276422764,195.5,0.01111423914698648,3,869
simple_commit_message,agent_vs_bypass_diff_hunks,3.515463917525773,2.476119402985075,1.0393445145406983,72685.0,0.011132216114726621,198,674
accurate,agent_vs_bypass_diff_lines_added,-87.33333333333333,76.06736353077817,-163.4006968641115,209.0,0.012141178513328221,3,869
favored_complexity,gt_diff_total_change,165.05,147.2433628318584,17.806637168141606,104203.5,0.012485008670658168,420,452
modification_bias,gt_diff_total_change,189.20224719101122,147.2579250720461,41.94432211896512,69149.0,0.01378452884697877,178,694
modification_bias,gt_diff_lines_removed,69.46629213483146,48.44092219020173,21.02536994462973,69116.5,0.014087576806322027,178,694
simple_commit_message,agent_vs_gt_diff_total_change,100.29591836734694,72.77860326894502,27.517315098401923,73497.0,0.01469613002216457,198,674
favored_simplicity,n_commits_a,8.25,9.852803738317757,-1.602803738317757,103830.0,0.016000078583476202,444,428
modification_bias,gt_diff_lines_added,119.73595505617978,98.81700288184437,20.918952174335402,68823.0,0.018562780259784663,178,694
favored_complexity,bypass_vs_gt_loc_delta,-15.480952380952381,-16.899328859060404,1.4183764781080228,102248.0,0.01971232269833948,420,452
favored_complexity,bypass_vs_gt_loc,-15.480952380952381,-16.899328859060404,1.4183764781080228,102248.0,0.01971232269833948,420,452
favored_complexity,bypass_vs_gt_sloc_delta,-12.797619047619047,-11.152125279642059,-1.6454937679769888,102136.5,0.020478998178701104,420,452
favored_complexity,bypass_vs_gt_sloc,-12.797619047619047,-11.152125279642059,-1.6454937679769888,102136.5,0.020478998178701104,420,452
test_oriented,agent_vs_gt_loc,-102.76923076923077,-5.838785046728972,-96.9304457225018,7641.0,0.020656171638728,13,859
test_oriented,agent_vs_gt_loc_delta,-102.76923076923077,-5.838785046728972,-96.9304457225018,7641.0,0.020656171638728,13,859
favored_complexity,gt_diff_hunks,7.807142857142857,7.373893805309734,0.4332490518331227,103413.5,0.021411622297452037,420,452
favored_complexity,gt_loc_delta,55.97142857142857,46.14823008849557,9.823198482932995,103466.0,0.021444477210412764,420,452
structural_change_bias,bypass_vs_gt_sloc,-6.616438356164384,-14.657391304347826,8.040952948183442,91672.0,0.022071784207340475,292,580
structural_change_bias,bypass_vs_gt_sloc_delta,-6.616438356164384,-14.657391304347826,8.040952948183442,91672.0,0.022071784207340475,292,580
structural_change_bias,gt_diff_lines_added,101.13356164383562,104.07068965517242,-2.937128011336796,92603.5,0.023976969347267285,292,580
modification_bias,agent_vs_gt_diff_hunks,0.0847457627118644,-0.24855491329479767,0.3333006760066621,67830.0,0.024274573438793943,178,694
modification_bias,agent_vs_gt_sloc_delta,-8.542372881355933,-9.800578034682081,1.2582051533261485,67898.0,0.025128975055630987,178,694
modification_bias,agent_vs_gt_sloc,-8.542372881355933,-9.800578034682081,1.2582051533261485,67898.0,0.025128975055630987,178,694
detailed_commit_message,bypass_vs_gt_diff_lines_removed,-17.324022346368714,-24.787790697674417,7.463768351305703,67886.5,0.02600752112319771,179,693
simple_commit_message,agent_vs_bypass_sloc,18.88659793814433,-2.291044776119403,21.177642714263733,71729.0,0.02756047726779424,198,674
simple_commit_message,agent_vs_bypass_sloc_delta,18.88659793814433,-2.291044776119403,21.177642714263733,71729.0,0.02756047726779424,198,674
favored_complexity,n_commits_b,5.030952380952381,3.774336283185841,1.25661609776654,102643.5,0.02815250831722632,420,452
detailed_commit_message,agent_vs_bypass_diff_lines_removed,59.54494382022472,68.25364431486881,-8.708700494644091,54578.5,0.028611554841497737,179,693
simple_commit_message,agent_vs_bypass_diff_lines_removed,72.5618556701031,64.69253731343284,7.869318356670263,71637.0,0.029430403604457787,198,674
accurate,agent_vs_bypass_loc_delta,-85.66666666666667,9.37746806039489,-95.04413472706156,352.5,0.029568187305433802,3,869
accurate,agent_vs_bypass_loc,-85.66666666666667,9.37746806039489,-95.04413472706156,352.5,0.029568187305433802,3,869
favored_simplicity,agent_vs_bypass_diff_lines_added,90.52834467120181,59.832151300236404,30.696193370965403,101232.0,0.029920328442406104,444,428
test_oriented,agent_vs_gt_sloc_delta,-92.46153846153847,-8.285046728971963,-84.1764917325665,7508.5,0.029998746994759757,13,859
test_oriented,agent_vs_gt_sloc,-92.46153846153847,-8.285046728971963,-84.1764917325665,7508.5,0.029998746994759757,13,859
misprioritization,agent_vs_gt_diff_hunks,-0.5,-0.17391304347826086,-0.32608695652173914,5421.5,0.030525273421704226,18,854
fix_oriented,n_commits_a,4.493670886075949,9.489281210592686,-4.995610324516737,26804.5,0.03148012916343228,79,793
accurate,bypass_vs_gt_diff_total_change,0.3333333333333333,-62.40856481481482,62.74189814814815,2199.0,0.034060281906876724,3,869
unclear,agent_vs_gt_diff_total_change,44.53191489361702,83.16387096774193,-38.63195607412491,31593.0,0.035466110821027304,94,778
favored_simplicity,agent_vs_gt_diff_total_change,81.5981941309255,76.26760563380282,5.33058849712269,86610.0,0.036128895097396654,444,428
misprioritization,bypass_vs_gt_diff_lines_added,-198.2941176470588,-35.75764705882353,-162.5364705882353,5142.5,0.03777690043535588,18,854
favored_complexity,agent_vs_gt_diff_hunks,-0.15550239234449761,-0.2039911308203991,0.04848873847590149,101789.5,0.037927422029060034,420,452
simple_commit_message,n_commits_a,6.5353535353535355,9.771513353115727,-3.236159817762192,73044.5,0.039336870302288024,198,674
structural_change_bias,agent_vs_gt_diff_lines_removed,48.42611683848797,40.09342560553633,8.332691232951639,91247.0,0.03950575701339175,292,580
simple_commit_message,agent_vs_gt_loc_delta,8.637755102040817,-11.927191679049034,20.56494678108985,72248.0,0.041628825978696236,198,674
simple_commit_message,agent_vs_gt_loc,8.637755102040817,-11.927191679049034,20.56494678108985,72248.0,0.041628825978696236,198,674
modification_bias,bypass_vs_gt_diff_hunks,-2.342696629213483,-3.030478955007257,0.6877823257937736,66974.5,0.04164411416200068,178,694
structural_change_bias,gt_diff_lines_removed,52.86643835616438,52.66551724137931,0.2009211147850678,91811.5,0.041927073240542345,292,580
accurate,bypass_vs_gt_diff_lines_added,0.3333333333333333,-39.08101851851852,39.414351851851855,2151.0,0.04411640185194052,3,869
detailed_commit_message,gt_sloc,486.87150837988827,530.015873015873,-43.14436463598474,55981.0,0.04429574929404791,179,693
simple_commit_message,agent_vs_gt_sloc_delta,8.581632653061224,-14.823179791976226,23.40481244503745,72156.5,0.044336436181582194,198,674
simple_commit_message,agent_vs_gt_sloc,8.581632653061224,-14.823179791976226,23.40481244503745,72156.5,0.044336436181582194,198,674
structural_change_bias,gt_diff_total_change,154.0,156.73620689655172,-2.736206896551721,91709.5,0.04521300322393911,292,580
simple_commit_message,agent_vs_bypass_loc,27.36082474226804,3.744776119402985,23.616048622865055,71088.0,0.04628227255399397,198,674
simple_commit_message,agent_vs_bypass_loc_delta,27.36082474226804,3.744776119402985,23.616048622865055,71088.0,0.04628227255399397,198,674
favored_simplicity,agent_vs_gt_loc,-18.91647855530474,4.802816901408451,-23.71929545671319,87097.5,0.04941071593005114,444,428
favored_simplicity,agent_vs_gt_loc_delta,-18.91647855530474,4.802816901408451,-23.71929545671319,87097.5,0.04941071593005114,444,428
fix_oriented,bypass_vs_gt_diff_lines_added,-70.41025641025641,-35.833967046894806,-34.5762893633616,26713.0,0.04980494420128432,79,793
modification_bias,bypass_vs_gt_sloc_delta,-29.780898876404493,-7.342525399129173,-22.43837347727532,55670.5,0.050013228040347565,178,694
modification_bias,bypass_vs_gt_sloc,-29.780898876404493,-7.342525399129173,-22.43837347727532,55670.5,0.050013228040347565,178,694
detailed_commit_message,gt_loc,613.6871508379888,672.0649350649351,-58.37778422694623,56199.5,0.05255689791250235,179,693
structural_change_bias,bypass_vs_gt_diff_lines_removed,-18.017123287671232,-25.902608695652173,7.885485407980941,90331.5,0.05385937607806089,292,580
test_oriented,agent_vs_bypass_loc,-58.69230769230769,10.082256169212691,-68.77456386152039,7252.0,0.05400031606576492,13,859
test_oriented,agent_vs_bypass_loc_delta,-58.69230769230769,10.082256169212691,-68.77456386152039,7252.0,0.05400031606576492,13,859
accurate,agent_vs_gt_diff_total_change,-88.66666666666667,79.56581986143188,-168.23248652809855,470.5,0.05633237735932644,3,869
feature_oriented,gt_sloc,810.5769230769231,502.8060975609756,307.7708255159475,24665.5,0.057537002617146234,52,820
unclear,agent_vs_gt_diff_lines_added,19.074468085106382,38.166451612903224,-19.09198352779684,32066.5,0.05779654848805821,94,778
fix_oriented,bypass_vs_gt_diff_total_change,-119.1923076923077,-56.556400506970846,-62.63590718533685,26840.5,0.05822429067819508,79,793
accurate,agent_vs_bypass_diff_lines_removed,-1.6666666666666667,66.69686411149826,-68.36353077816493,480.5,0.0595956069517758,3,869
simple_commit_message,gt_loc_delta,66.46464646464646,46.30118694362018,20.163459521026283,72585.0,0.06001211387566303,198,674
detailed_commit_message,bypass_vs_gt_diff_hunks,-1.9720670391061452,-3.127906976744186,1.1558399376380406,66800.5,0.06030363317817402,179,693
modification_bias,agent_vs_gt_loc,-5.779661016949152,-7.67485549132948,1.895194474380328,66818.0,0.061076801600322826,178,694
modification_bias,agent_vs_gt_loc_delta,-5.779661016949152,-7.67485549132948,1.895194474380328,66818.0,0.061076801600322826,178,694
simple_commit_message,gt_sloc_delta,49.04040404040404,34.81305637982196,14.227347660582083,72554.0,0.06134964281927316,198,674
test_oriented,agent_vs_bypass_diff_total_change,358.0769230769231,138.65804935370153,219.41887372322157,7198.5,0.06199057460830451,13,859
accurate,agent_vs_gt_diff_lines_added,-87.0,36.52771362586605,-123.52771362586606,490.5,0.06250556432432956,3,869
simple_commit_message,gt_diff_lines_added,121.37373737373737,97.71513353115726,23.658603842580106,72511.0,0.06335098678114282,198,674
simple_commit_message,n_commits_total,10.313131313131313,14.327893175074184,-4.014761861942871,72466.5,0.0642329392163412,198,674
accurate,agent_vs_bypass_sloc,-66.33333333333333,2.7038327526132404,-69.03716608594657,501.5,0.06704579898789916,3,869
accurate,agent_vs_bypass_sloc_delta,-66.33333333333333,2.7038327526132404,-69.03716608594657,501.5,0.06704579898789916,3,869
fix_oriented,n_commits_total,8.620253164556962,13.894073139974779,-5.273819975417817,27442.0,0.06782084542442442,79,793
favored_complexity,gt_diff_lines_removed,55.03095238095238,50.597345132743364,4.4336072482090145,101694.5,0.06797164959641297,420,452
favored_simplicity,agent_vs_gt_sloc_delta,-15.142212189616252,-3.723004694835681,-11.419207494780572,87647.5,0.0688850378079739,444,428
favored_simplicity,agent_vs_gt_sloc,-15.142212189616252,-3.723004694835681,-11.419207494780572,87647.5,0.0688850378079739,444,428
structural_change_bias,gt_sloc_delta,38.61986301369863,37.75344827586207,0.866414737836557,91055.5,0.06923873706583064,292,580
accurate,agent_vs_gt_loc_delta,-85.33333333333333,-7.018475750577367,-78.31485758275596,515.0,0.0707358259177382,3,869
accurate,agent_vs_gt_loc,-85.33333333333333,-7.018475750577367,-78.31485758275596,515.0,0.0707358259177382,3,869
modification_bias,bypass_vs_gt_loc,-37.651685393258425,-10.67343976777939,-26.978245625479033,56113.5,0.07294716465945135,178,694
modification_bias,bypass_vs_gt_loc_delta,-37.651685393258425,-10.67343976777939,-26.978245625479033,56113.5,0.07294716465945135,178,694
fix_oriented,gt_diff_total_change,198.39240506329114,151.57881462799494,46.81359043529619,35089.0,0.07777509424308152,79,793
feature_oriented,gt_loc,979.7115384615385,639.8121951219512,339.8993433395873,24398.5,0.08053144714888627,52,820
unclear,gt_sloc_delta,41.07446808510638,37.67737789203085,3.3970901930755346,32561.0,0.08242871315415834,94,778
fix_oriented,gt_diff_lines_removed,72.20253164556962,50.793190416141236,21.409341229428385,35023.0,0.08274605004977266,79,793
test_oriented,agent_vs_gt_diff_total_change,260.9230769230769,76.22196261682242,184.70111430625448,7108.5,0.08551773643485298,13,859
misprioritization,agent_vs_bypass_diff_lines_added,45.94117647058823,76.09327036599764,-30.152093895409408,5478.0,0.0911076799985758,18,854
test_oriented,agent_vs_bypass_sloc_delta,-58.53846153846154,3.396004700352526,-61.93446623881407,7028.5,0.09347255084969143,13,859
test_oriented,agent_vs_bypass_sloc,-58.53846153846154,3.396004700352526,-61.93446623881407,7028.5,0.09347255084969143,13,859
structural_change_bias,gt_loc_delta,49.79109589041096,51.42758620689655,-1.6364903164855917,90530.5,0.09550559785656385,292,580
unclear,n_commits_total,15.96808510638298,13.107969151670952,2.860115954712027,32741.0,0.09579009122337438,94,778
unclear,gt_loc_delta,51.61702127659574,50.790488431876604,0.8265328447191393,32733.0,0.09651729076418279,94,778
unclear,n_commits_b,3.223404255319149,4.519280205655527,-1.2958759503363777,32949.0,0.0976852548759337,94,778
test_oriented,agent_vs_gt_diff_lines_added,79.07692307692308,35.44859813084112,43.62832494608196,7049.0,0.09821615105723604,13,859
refactor_oriented,agent_vs_bypass_diff_hunks,3.625,2.6922169811320753,0.9327830188679247,8401.5,0.09870470936683214,17,855
structural_change_bias,gt_loc,699.3835616438356,640.2948275862069,59.0887340576287,90431.5,0.10133615287574146,292,580
structural_change_bias,gt_sloc,550.681506849315,506.29655172413794,44.3849551251771,90412.5,0.10246914789923525,292,580
feature_oriented,bypass_vs_gt_diff_lines_added,-35.51923076923077,-39.16319018404908,3.643959414818312,18411.5,0.10556721914331696,52,820
misprioritization,agent_vs_bypass_diff_hunks,1.0588235294117647,2.742621015348288,-1.6837974859365235,5572.5,0.1069122988917882,18,854
misprioritization,bypass_vs_gt_loc_delta,-85.17647058823529,-14.832941176470587,-70.3435294117647,5627.0,0.10899596792580757,18,854
misprioritization,bypass_vs_gt_loc,-85.17647058823529,-14.832941176470587,-70.3435294117647,5627.0,0.10899596792580757,18,854
test_oriented,bypass_vs_gt_diff_lines_removed,-26.53846153846154,-23.19672131147541,-3.341740226986129,4223.0,0.11880635429646895,13,859
detailed_commit_message,agent_vs_gt_diff_lines_removed,42.12359550561798,43.07959479015919,-0.955999284541214,56906.0,0.12186576792864873,179,693
modification_bias,gt_loc,706.0393258426966,648.2939481268012,57.745377715895415,66396.5,0.12247754773104925,178,694
simple_commit_message,gt_diff_total_change,176.3989898989899,149.77448071216617,26.62450918682373,71534.5,0.12278191061410373,198,674
