quantitative_metric,complexity_metric,method,n_samples,spearman_r,spearman_p,pearson_r,pearson_p
n_commits_total,lloc,agent,1100,0.12591269608538147,2.814465170206801e-05,0.0041177454104011045,0.8914928456392015
bypass_vs_gt_loc,h_bugs,agent,1094,-0.1259009513499544,2.9651655524229473e-05,0.015481630964224483,0.6089935733878797
bypass_vs_gt_loc_delta,h_bugs,agent,1094,-0.1259009513499544,2.9651655524229473e-05,0.015481630964224483,0.6089935733878797
bypass_vs_gt_sloc,h_bugs,agent,1094,-0.12587453741043655,2.9766931674869583e-05,0.03939549926066838,0.19289983864142543
bypass_vs_gt_sloc_delta,h_bugs,agent,1094,-0.12587453741043655,2.9766931674869583e-05,0.03939549926066838,0.19289983864142543
n_commits_a,lloc,ground_truth,1100,0.12584722872589757,2.8418042196024078e-05,-0.023367711977059363,0.4387865823095525
n_commits_a,lloc,bypass,1100,0.12579997147977887,2.8616952352369636e-05,-0.021775839481599682,0.4706097506561689
gt_loc_delta,cc_total,agent,1100,0.12554711332286203,2.970390858724015e-05,0.032328549470141785,0.28404461304727985
gt_sloc_delta,cc_total,agent,1100,0.1252618904073659,3.0976998580794066e-05,0.010431920171550434,0.7296405795124945
bypass_vs_gt_sloc_delta,sloc,bypass,1094,-0.12497165277413885,3.397311388157486e-05,-0.04855073102601204,0.10850289139965065
bypass_vs_gt_sloc,sloc,bypass,1094,-0.12497165277413885,3.397311388157486e-05,-0.04855073102601204,0.10850289139965065
gt_loc_delta,cc_avg,ground_truth,1100,0.12469680889419121,3.36537133930183e-05,0.04636690833551725,0.12431913106878321
bypass_vs_gt_sloc_delta,cc_max,bypass,1094,-0.12308903709401091,4.462476463258522e-05,-0.08546020000428993,0.004675237148494704
bypass_vs_gt_sloc,cc_max,bypass,1094,-0.12308903709401091,4.462476463258522e-05,-0.08546020000428993,0.004675237148494704
agent_vs_bypass_diff_lines_added,mi_score,ground_truth,1091,-0.12272054362723385,4.8193475837510715e-05,-0.09203569062530108,0.0023427827883353756
bypass_vs_gt_sloc,h_difficulty,ground_truth,1094,-0.12227018112396547,5.018420372091043e-05,-0.13091619543957705,1.3997608803436341e-05
bypass_vs_gt_sloc_delta,h_difficulty,ground_truth,1094,-0.12227018112396547,5.018420372091043e-05,-0.13091619543957705,1.3997608803436341e-05
agent_vs_gt_sloc_delta,h_difficulty,ground_truth,1097,-0.12099449621477382,5.877955742927498e-05,-0.24450130649147567,2.1416715835422768e-16
agent_vs_gt_sloc,h_difficulty,ground_truth,1097,-0.12099449621477382,5.877955742927498e-05,-0.24450130649147567,2.1416715835422768e-16
agent_vs_bypass_loc_delta,lloc,agent,1091,0.12089224596452042,6.248640034824281e-05,-0.06818633695244493,0.024306208252258703
agent_vs_bypass_loc,lloc,agent,1091,0.12089224596452042,6.248640034824281e-05,-0.06818633695244493,0.024306208252258703
bypass_vs_gt_sloc_delta,cc_total,bypass,1094,-0.12019853221982313,6.732118931197617e-05,-0.034631066427520014,0.25242480334810224
bypass_vs_gt_sloc,cc_total,bypass,1094,-0.12019853221982313,6.732118931197617e-05,-0.034631066427520014,0.25242480334810224
bypass_vs_gt_loc,mi_score,bypass,1094,0.11983172254706136,7.088110405803251e-05,0.07746325056919551,0.010375054748200527
bypass_vs_gt_loc_delta,mi_score,bypass,1094,0.11983172254706136,7.088110405803251e-05,0.07746325056919551,0.010375054748200527
bypass_vs_gt_loc_delta,h_difficulty,ground_truth,1094,-0.11914843081052034,7.79916048210855e-05,-0.12371166214622131,4.07935326033652e-05
bypass_vs_gt_loc,h_difficulty,ground_truth,1094,-0.11914843081052034,7.79916048210855e-05,-0.12371166214622131,4.07935326033652e-05
bypass_vs_gt_loc,cc_max,bypass,1094,-0.11909871301883605,7.853443863642754e-05,-0.08463667026589139,0.0050906352380200685
bypass_vs_gt_loc_delta,cc_max,bypass,1094,-0.11909871301883605,7.853443863642754e-05,-0.08463667026589139,0.0050906352380200685
agent_vs_bypass_sloc_delta,sloc,agent,1091,0.11907130088898936,8.064189982029202e-05,-0.03130816333761769,0.30151709322138903
agent_vs_bypass_sloc,sloc,agent,1091,0.11907130088898936,8.064189982029202e-05,-0.03130816333761769,0.30151709322138903
gt_diff_total_change,cc_max,agent,1100,0.11859300729635898,8.055785102483825e-05,0.03165285420068361,0.29423535939896683
n_commits_total,sloc,agent,1100,0.11858656021703802,8.063041452497627e-05,0.006290738742071365,0.8349127155720009
agent_vs_gt_sloc_delta,cc_total,ground_truth,1097,-0.11822275292654238,8.674330663140158e-05,-0.4614498513737091,6.054385731397581e-59
agent_vs_gt_sloc,cc_total,ground_truth,1097,-0.11822275292654238,8.674330663140158e-05,-0.4614498513737091,6.054385731397581e-59
bypass_vs_gt_sloc,mi_score,bypass,1094,0.11757821504121661,9.696617544889458e-05,0.04614616397721431,0.1271635763135242
bypass_vs_gt_sloc_delta,mi_score,bypass,1094,0.11757821504121661,9.696617544889458e-05,0.04614616397721431,0.1271635763135242
agent_vs_gt_diff_total_change,h_bugs,agent,1097,-0.11693919831234785,0.00010357859553150949,-0.019229574704040325,0.5246230866899407
agent_vs_gt_loc_delta,lloc,ground_truth,1097,-0.11688287390933895,0.00010438367095653471,-0.436772741414976,2.567410813541271e-52
agent_vs_gt_loc,lloc,ground_truth,1097,-0.11688287390933895,0.00010438367095653471,-0.436772741414976,2.567410813541271e-52
bypass_vs_gt_loc,cc_total,bypass,1094,-0.11640060709251475,0.00011396821111047347,-0.05275816521610848,0.08111870854900473
bypass_vs_gt_loc_delta,cc_total,bypass,1094,-0.11640060709251475,0.00011396821111047347,-0.05275816521610848,0.08111870854900473
bypass_vs_gt_loc,sloc,bypass,1094,-0.11615090684490442,0.00011791724682428709,-0.06048470509554158,0.045487680195202974
bypass_vs_gt_loc_delta,sloc,bypass,1094,-0.11615090684490442,0.00011791724682428709,-0.06048470509554158,0.045487680195202974
agent_vs_gt_diff_total_change,cc_total,agent,1097,-0.11614660272804136,0.00011546490132321934,-0.038180354178616184,0.20637716360653177
agent_vs_gt_diff_lines_removed,sloc,bypass,1097,0.11577598386493133,0.00012145341273577561,0.4255743867663927,1.743216859419839e-49
agent_vs_gt_diff_total_change,cc_max,agent,1097,-0.11550465742091494,0.0001260216528405413,-0.09106108365710555,0.0025372048981439467
n_commits_a,sloc,bypass,1100,0.11446908012648783,0.0001419728535831553,-0.03245692460481205,0.2821357785657463
n_commits_a,h_bugs,ground_truth,1100,0.11345076769553825,0.00016283070038696062,-0.00961017187939388,0.7501979904366004
agent_vs_gt_sloc,mi_score,ground_truth,1097,0.11295740620141874,0.0001775408649126301,0.2047132195088552,7.637276682135402e-12
agent_vs_gt_sloc_delta,mi_score,ground_truth,1097,0.11295740620141874,0.0001775408649126301,0.2047132195088552,7.637276682135402e-12
n_commits_a,sloc,ground_truth,1100,0.11255553399780298,0.00018351365257723897,-0.03414799063920824,0.25780134779232106
agent_vs_bypass_sloc,lloc,agent,1091,0.11158186122541053,0.00022171670850987794,-0.06239584035449695,0.03934139556824575
agent_vs_bypass_sloc_delta,lloc,agent,1091,0.11158186122541053,0.00022171670850987794,-0.06239584035449695,0.03934139556824575
n_commits_b,mi_score,bypass,1100,-0.11134722898487606,0.00021535926047323888,-0.09845563528510165,0.0010768516945429854
agent_vs_gt_loc,h_bugs,ground_truth,1097,-0.11066851922630895,0.0002401343299913311,-0.5094229041008043,1.7184998690330384e-73
agent_vs_gt_loc_delta,h_bugs,ground_truth,1097,-0.11066851922630895,0.0002401343299913311,-0.5094229041008043,1.7184998690330384e-73
n_commits_a,mi_score,agent,1100,-0.11040507880041095,0.00024371087681409546,0.1067182772657308,0.00039179460888442947
agent_vs_gt_loc,mi_score,ground_truth,1097,0.11020468916786406,0.0002551133559717582,0.21996888243085294,1.7359237019365547e-13
agent_vs_gt_loc_delta,mi_score,ground_truth,1097,0.11020468916786406,0.0002551133559717582,0.21996888243085294,1.7359237019365547e-13
agent_vs_gt_diff_lines_removed,sloc,ground_truth,1097,0.1099611956529753,0.0002633227482451456,0.4292222634444618,2.1406104247468524e-50
agent_vs_gt_sloc_delta,cc_max,ground_truth,1097,-0.10985129410473327,0.00026710852100229985,-0.287016320683385,3.0079343288365756e-22
agent_vs_gt_sloc,cc_max,ground_truth,1097,-0.10985129410473327,0.00026710852100229985,-0.287016320683385,3.0079343288365756e-22
agent_vs_bypass_diff_total_change,cc_avg,ground_truth,1091,0.10909388228331325,0.00030613642235901493,0.07347184806074726,0.015211857068282469
agent_vs_gt_diff_total_change,cc_avg,agent,1097,-0.10815779500775653,0.000332278196654729,-0.07590210687728467,0.011912859132841644
agent_vs_gt_diff_total_change,h_difficulty,agent,1097,-0.1079839659068413,0.00033974907641667955,-0.12624089977785793,2.7499456435544375e-05
bypass_vs_gt_sloc,lloc,bypass,1094,-0.10778055922990859,0.000355286274886137,-0.028647370171451133,0.34382120754956935
bypass_vs_gt_sloc_delta,lloc,bypass,1094,-0.10778055922990859,0.000355286274886137,-0.028647370171451133,0.34382120754956935
agent_vs_gt_diff_lines_removed,h_bugs,agent,1097,-0.10744404912974888,0.0003639666265364134,0.04335487604294952,0.15128878408723237
gt_loc_delta,h_bugs,agent,1100,0.1066709168477611,0.00039415381361149936,0.0058485076999298625,0.8463683708199489
n_commits_b,cc_max,bypass,1100,0.10657956968312798,0.00039874165200024804,0.21233808265650742,1.1130958606297786e-12
gt_sloc_delta,h_bugs,agent,1100,0.1057629880958735,0.00044202471743925347,-0.009579416244525884,0.7509709492113886
n_commits_a,h_bugs,bypass,1100,0.10411353236056771,0.00054312762239455,-0.009749027036345637,0.7467113732291843
agent_vs_bypass_diff_lines_added,sloc,ground_truth,1091,0.10387558357142211,0.0005894840574009617,0.1048422413136376,0.0005232502435821381
agent_vs_gt_loc,cc_total,ground_truth,1097,-0.10377653254219112,0.0005762325649689393,-0.4659727071155149,3.2156603225282066e-60
agent_vs_gt_loc_delta,cc_total,ground_truth,1097,-0.10377653254219112,0.0005762325649689393,-0.4659727071155149,3.2156603225282066e-60
agent_vs_gt_loc_delta,h_difficulty,ground_truth,1097,-0.10352771893600944,0.0005941672218619861,-0.24719122424321677,9.804338023988213e-17
agent_vs_gt_loc,h_difficulty,ground_truth,1097,-0.10352771893600944,0.0005941672218619861,-0.24719122424321677,9.804338023988213e-17
n_commits_a,lloc,agent,1100,0.10348363660397521,0.000587123198807033,-0.03292708593492333,0.27521914983563
n_commits_a,h_difficulty,ground_truth,1100,0.10335697995111794,0.0005963604504749128,-0.07534681430695618,0.012430419095703298
bypass_vs_gt_sloc_delta,h_bugs,bypass,1094,-0.10322093683951183,0.0006277421036294877,-0.015137629155166794,0.6169740309387872
bypass_vs_gt_sloc,h_bugs,bypass,1094,-0.10322093683951183,0.0006277421036294877,-0.015137629155166794,0.6169740309387872
bypass_vs_gt_loc_delta,lloc,bypass,1094,-0.10314306559249908,0.0006337523020361197,-0.04375353284274726,0.14811673151532898
bypass_vs_gt_loc,lloc,bypass,1094,-0.10314306559249908,0.0006337523020361197,-0.04375353284274726,0.14811673151532898
agent_vs_gt_diff_lines_removed,lloc,bypass,1097,0.10219405281995551,0.0006994680354226178,0.39124843985187674,1.9166088417613354e-41
agent_vs_bypass_diff_lines_added,lloc,ground_truth,1091,0.10113996859048616,0.0008215375479587155,0.10194469567242219,0.000745725293525755
agent_vs_bypass_diff_lines_added,sloc,bypass,1091,0.10099557735197723,0.0008358737415475909,0.09285165959985339,0.002140332034172127
agent_vs_bypass_diff_lines_added,mi_score,agent,1091,-0.100527347469015,0.0008839725908747574,-0.11171277820229268,0.00021794440225213264
n_commits_b,lloc,agent,1100,0.10031573689637283,0.0008631068122323508,0.12065473187267776,6.026288922545347e-05
agent_vs_gt_diff_lines_removed,h_difficulty,agent,1097,-0.10025854165903263,0.000883367944932017,-0.09749110679472503,0.0012248693124366542
bypass_vs_gt_loc_delta,h_bugs,bypass,1094,-0.0994906741640659,0.0009837361010729734,-0.03053693054800583,0.31292181951239934
bypass_vs_gt_loc,h_bugs,bypass,1094,-0.0994906741640659,0.0009837361010729734,-0.03053693054800583,0.31292181951239934
bypass_vs_gt_loc_delta,h_difficulty,agent,1094,-0.09860073219677598,0.001092643598703175,-0.0350434100704201,0.2468171332768047
bypass_vs_gt_loc,h_difficulty,agent,1094,-0.09860073219677598,0.001092643598703175,-0.0350434100704201,0.2468171332768047
agent_vs_gt_diff_lines_removed,lloc,ground_truth,1097,0.09820363131135486,0.0011268843120005902,0.39922535994728625,3.14012435892832e-43
agent_vs_bypass_diff_lines_added,lloc,bypass,1091,0.0979636584012558,0.001195908106538715,0.0900036389998294,0.0029253146100475225
bypass_vs_gt_loc,mi_score,agent,1094,0.09751562486316553,0.0012404731349795327,0.06961419212135926,0.02129585130602477
bypass_vs_gt_loc_delta,mi_score,agent,1094,0.09751562486316553,0.0012404731349795327,0.06961419212135926,0.02129585130602477
bypass_vs_gt_sloc,h_difficulty,agent,1094,-0.09654088227246892,0.0013887743344235526,-0.02441773973087424,0.4197643570912726
bypass_vs_gt_sloc_delta,h_difficulty,agent,1094,-0.09654088227246892,0.0013887743344235526,-0.02441773973087424,0.4197643570912726
agent_vs_gt_sloc,h_bugs,bypass,1097,-0.09595715599874503,0.0014630343869612061,-0.48468929768292823,1.0561747884391494e-65
agent_vs_gt_sloc_delta,h_bugs,bypass,1097,-0.09595715599874503,0.0014630343869612061,-0.48468929768292823,1.0561747884391494e-65
gt_sloc_delta,cc_avg,bypass,1100,0.0956970902798042,0.0014849949178526026,0.015556665081083101,0.6062729892305023
n_commits_b,sloc,agent,1100,0.0952091677910854,0.0015705347353325086,0.1494724982834998,6.364809309484137e-07
agent_vs_gt_loc,cc_max,ground_truth,1097,-0.09504559226596057,0.0016240518425479325,-0.2891090326978067,1.4539832008363193e-22
agent_vs_gt_loc_delta,cc_max,ground_truth,1097,-0.09504559226596057,0.0016240518425479325,-0.2891090326978067,1.4539832008363193e-22
agent_vs_gt_sloc,mi_score,bypass,1097,0.09461856326368473,0.0017049496835493164,0.19723750405093343,4.3954683591956615e-11
agent_vs_gt_sloc_delta,mi_score,bypass,1097,0.09461856326368473,0.0017049496835493164,0.19723750405093343,4.3954683591956615e-11
agent_vs_gt_diff_lines_removed,cc_total,agent,1097,-0.09399600168802373,0.0018295354678832532,0.025219725309905648,0.4040090319210941
n_commits_a,cc_max,ground_truth,1100,0.09369029209646383,0.0018666540181285344,-0.051240521127451574,0.08938712176776448
n_commits_a,h_difficulty,bypass,1100,0.09278357179432152,0.0020670115410108543,-0.07713790145078435,0.010488921940413771
bypass_vs_gt_sloc_delta,mi_score,agent,1094,0.09250405577442918,0.0021934635755901455,0.04035807754223329,0.18224059178562912
bypass_vs_gt_sloc,mi_score,agent,1094,0.09250405577442918,0.0021934635755901455,0.04035807754223329,0.18224059178562912
n_commits_b,cc_max,ground_truth,1100,0.09156319028552122,0.0023678085846161566,0.17186630347529386,9.670197459641532e-09
agent_vs_gt_diff_lines_removed,lloc,agent,1097,-0.09119855911156868,0.002499141649337112,0.040540456503895116,0.1796735456599687
n_commits_a,sloc,agent,1100,0.09096404316359027,0.002529681851686437,-0.039538053753920874,0.19007734412378627
agent_vs_gt_sloc,sloc,bypass,1097,-0.09072140318171631,0.0026335344998894158,-0.44214586371567854,1.0293068502800843e-53
agent_vs_gt_sloc_delta,sloc,bypass,1097,-0.09072140318171631,0.0026335344998894158,-0.44214586371567854,1.0293068502800843e-53
bypass_vs_gt_sloc_delta,cc_avg,agent,1094,-0.09027621886430351,0.0028022468187511736,0.003693237628751042,0.9028854919107443
bypass_vs_gt_sloc,cc_avg,agent,1094,-0.09027621886430351,0.0028022468187511736,0.003693237628751042,0.9028854919107443
gt_loc_delta,cc_avg,bypass,1100,0.09023597813680333,0.0027399629847582583,0.0040389526699914306,0.8935566564010899
agent_vs_gt_diff_lines_removed,cc_avg,agent,1097,-0.08934972828996858,0.003057436993811724,-0.0880874830817421,0.003501482829888065
agent_vs_gt_loc,mi_score,bypass,1097,0.08866760456631054,0.0032905910051674696,0.21313058585137296,9.809047673258776e-13
agent_vs_gt_loc_delta,mi_score,bypass,1097,0.08866760456631054,0.0032905910051674696,0.21313058585137296,9.809047673258776e-13
bypass_vs_gt_loc_delta,cc_avg,agent,1094,-0.08864249142842652,0.0033426219596944316,0.008578978464471249,0.7768424093051591
bypass_vs_gt_loc,cc_avg,agent,1094,-0.08864249142842652,0.0033426219596944316,0.008578978464471249,0.7768424093051591
agent_vs_bypass_diff_lines_added,mi_score,bypass,1091,-0.08812653509098914,0.0035777111532528604,-0.08559839653661445,0.004665099363212742
n_commits_a,mi_score,ground_truth,1100,-0.08798077225110267,0.003496507924266973,0.11330932080452283,0.00016594595421475243
agent_vs_bypass_diff_lines_added,cc_total,bypass,1091,0.087012429107458,0.0040248490539203175,0.11039319645178919,0.0002588810099377843
bypass_vs_gt_sloc_delta,cc_avg,ground_truth,1094,-0.0862403806814445,0.004310232015721387,-0.03136626511350019,0.29995528857478526
bypass_vs_gt_sloc,cc_avg,ground_truth,1094,-0.0862403806814445,0.004310232015721387,-0.03136626511350019,0.29995528857478526
agent_vs_gt_loc_delta,sloc,bypass,1097,-0.08556276805928306,0.004569751661938815,-0.45974326637961965,1.8118823169082027e-58
agent_vs_gt_loc,sloc,bypass,1097,-0.08556276805928306,0.004569751661938815,-0.45974326637961965,1.8118823169082027e-58
agent_vs_gt_diff_lines_added,h_bugs,ground_truth,1097,-0.08549708364262831,0.0046011123442782,-0.08201798108675602,0.006567782769912308
agent_vs_gt_diff_lines_added,cc_total,agent,1097,-0.0853945935799315,0.00465043462346052,-0.11528123974079016,0.0001299041893150389
agent_vs_gt_sloc,lloc,bypass,1097,-0.0846762386331354,0.005009768871957209,-0.4094089896974434,1.3974961667939678e-45
agent_vs_gt_sloc_delta,lloc,bypass,1097,-0.0846762386331354,0.005009768871957209,-0.4094089896974434,1.3974961667939678e-45
bypass_vs_gt_loc_delta,cc_avg,ground_truth,1094,-0.08358675613533667,0.005668423576036577,-0.02247695597967125,0.4576728235077568
bypass_vs_gt_loc,cc_avg,ground_truth,1094,-0.08358675613533667,0.005668423576036577,-0.02247695597967125,0.4576728235077568
agent_vs_gt_sloc,h_difficulty,bypass,1097,-0.08343594381065107,0.005689607719293219,-0.2137140902176584,8.480761576171398e-13
agent_vs_gt_sloc_delta,h_difficulty,bypass,1097,-0.08343594381065107,0.005689607719293219,-0.2137140902176584,8.480761576171398e-13
agent_vs_gt_loc,h_bugs,bypass,1097,-0.0834134664108576,0.005702660257033317,-0.4892026248059108,4.4641319228783085e-67
agent_vs_gt_loc_delta,h_bugs,bypass,1097,-0.0834134664108576,0.005702660257033317,-0.4892026248059108,4.4641319228783085e-67
gt_loc_delta,h_difficulty,agent,1100,0.08300991041896,0.005873654561334737,0.05709063016540282,0.05837474089213988
agent_vs_gt_diff_lines_added,cc_max,agent,1097,-0.0828809658335613,0.006019874854639549,-0.07663228293993248,0.011117691584038003
gt_sloc_delta,h_difficulty,agent,1100,0.08287114431207163,0.005957134760912983,0.05562804387045191,0.06513884537737942
agent_vs_gt_sloc_delta,cc_total,bypass,1097,-0.08284182465651727,0.006043806338032982,-0.4348251201275361,8.12241394965311e-52
agent_vs_gt_sloc,cc_total,bypass,1097,-0.08284182465651727,0.006043806338032982,-0.4348251201275361,8.12241394965311e-52
agent_vs_gt_diff_lines_removed,sloc,agent,1097,-0.08271533862139345,0.006121728027400999,0.022110226300141655,0.46443281524359625
agent_vs_gt_diff_total_change,sloc,bypass,1097,0.082689268256255,0.006137900537174323,0.2784827191814781,5.47360409511955e-21
agent_vs_gt_diff_lines_removed,cc_max,bypass,1097,0.082544745268147,0.0062282529351310595,0.335528314123019,2.8463142755229163e-30
agent_vs_gt_diff_lines_added,h_bugs,agent,1097,-0.0811219396692068,0.007183679066165568,-0.1041932377401185,0.0005473194430682601
agent_vs_gt_diff_lines_added,cc_total,ground_truth,1097,-0.08106994763581275,0.007220955834626682,-0.07545733065006209,0.012421540343039562
agent_vs_gt_diff_lines_removed,cc_max,ground_truth,1097,0.08094022593408881,0.007314719487806542,0.3194766628623084,1.8870006778819403e-27
n_commits_a,cc_max,bypass,1100,0.08047654699039669,0.007576033200089759,-0.05160874560555072,0.0871064925883347
agent_vs_bypass_loc,cc_total,agent,1091,0.08016484689582849,0.008070714436051157,-0.09671439558507142,0.001382199649976002
agent_vs_bypass_loc_delta,cc_total,agent,1091,0.08016484689582849,0.008070714436051157,-0.09671439558507142,0.001382199649976002
agent_vs_gt_diff_total_change,mi_score,agent,1097,-0.08007594575000723,0.007967763343025359,-0.10090833292452263,0.0008171488144574637
agent_vs_bypass_diff_lines_removed,cc_total,agent,1091,0.0791138130243667,0.008942226561247787,0.06351737308173411,0.03593071681857589
agent_vs_bypass_sloc_delta,h_difficulty,bypass,1091,-0.07855456085037238,0.00943936583753205,-0.20762478376454677,4.339798756227005e-12
agent_vs_bypass_sloc,h_difficulty,bypass,1091,-0.07855456085037238,0.00943936583753205,-0.20762478376454677,4.339798756227005e-12
n_commits_total,cc_avg,bypass,1100,0.07847079355992614,0.009224002388405402,-0.05059353179739459,0.0935104263454281
bypass_vs_gt_loc_delta,h_difficulty,bypass,1094,-0.07799063094801063,0.009863597137994088,-0.04198935776575766,0.16518255318583797
bypass_vs_gt_loc,h_difficulty,bypass,1094,-0.07799063094801063,0.009863597137994088,-0.04198935776575766,0.16518255318583797
agent_vs_bypass_sloc,h_bugs,bypass,1091,-0.07739884215907014,0.01054540517140206,-0.49523054405226324,1.412768102419653e-68
agent_vs_bypass_sloc_delta,h_bugs,bypass,1091,-0.07739884215907014,0.01054540517140206,-0.49523054405226324,1.412768102419653e-68
agent_vs_bypass_loc_delta,cc_avg,agent,1091,0.0770165330956402,0.010935831620062694,0.07163170985934796,0.017964738642313224
agent_vs_bypass_loc,cc_avg,agent,1091,0.0770165330956402,0.010935831620062694,0.07163170985934796,0.017964738642313224
agent_vs_gt_diff_lines_removed,mi_score,ground_truth,1097,-0.07641400614658324,0.01135031345239639,-0.17972145903157213,2.0393593760847387e-09
agent_vs_bypass_diff_lines_added,cc_max,bypass,1091,0.07624552097511415,0.011762436246719672,0.20606541012005175,6.3093252102560995e-12
agent_vs_gt_loc,lloc,bypass,1097,-0.07606509653307038,0.011731121720722309,-0.4201805109086704,3.6963779502428604e-48
agent_vs_gt_loc_delta,lloc,bypass,1097,-0.07606509653307038,0.011731121720722309,-0.4201805109086704,3.6963779502428604e-48
bypass_vs_gt_sloc_delta,h_difficulty,bypass,1094,-0.07577797616930912,0.01217098768889751,-0.042020712394350054,0.1648668618771379
bypass_vs_gt_sloc,h_difficulty,bypass,1094,-0.07577797616930912,0.01217098768889751,-0.042020712394350054,0.1648668618771379
agent_vs_gt_diff_lines_added,sloc,ground_truth,1097,-0.07548805155005754,0.01238579766334881,-0.09766347640369547,0.0012004700359194629
agent_vs_gt_loc_delta,cc_total,bypass,1097,-0.07547453934314724,0.012401507415804298,-0.4447118908846015,2.1702322981588972e-54
agent_vs_gt_loc,cc_total,bypass,1097,-0.07547453934314724,0.012401507415804298,-0.4447118908846015,2.1702322981588972e-54
agent_vs_gt_diff_lines_added,cc_max,ground_truth,1097,-0.07540999227081355,0.01247679547239086,0.029736836806263083,0.3251114703265945
agent_vs_bypass_sloc_delta,h_difficulty,ground_truth,1091,-0.07532482054518871,0.012821661015536345,-0.20801234235196916,3.952570315547629e-12
agent_vs_bypass_sloc,h_difficulty,ground_truth,1091,-0.07532482054518871,0.012821661015536345,-0.20801234235196916,3.952570315547629e-12
n_commits_total,cc_avg,ground_truth,1100,0.07494503926300705,0.012907295654841538,-0.048574350838007874,0.10736559649139467
agent_vs_bypass_diff_lines_added,cc_total,ground_truth,1091,0.07452029958772485,0.01381533801232784,0.1239221878939582,4.055004116909516e-05
agent_vs_gt_diff_lines_removed,cc_max,agent,1097,-0.07445218856750177,0.013642443101159614,-0.07162466857409679,0.017662274905864254
agent_vs_gt_diff_lines_removed,cc_total,bypass,1097,0.07437325790972439,0.013742655119812238,0.4150618691369156,6.373450759398595e-47
agent_vs_gt_diff_lines_added,mi_score,ground_truth,1097,0.07404283175947664,0.01416925302642609,0.07110038055148955,0.01851216914417359
gt_diff_lines_added,cc_avg,agent,1100,0.07401651720910751,0.014071704664533865,-0.046184316182018244,0.12580997501010174
gt_loc_delta,cc_max,agent,1100,0.07361588015167186,0.014602073320141802,0.04293592712525312,0.15471853031533536
gt_sloc_delta,cc_max,agent,1100,0.07361149220746892,0.014607978271078622,0.05273944527816978,0.08039519738078515
agent_vs_bypass_diff_lines_removed,cc_max,agent,1091,0.07358166803219487,0.015059975734820763,-0.05663721412427982,0.061469893503285924
bypass_vs_gt_loc_delta,cc_avg,bypass,1094,-0.07307743388359683,0.01562517866033472,-0.01148971747987869,0.7042362777062189
bypass_vs_gt_loc,cc_avg,bypass,1094,-0.07307743388359683,0.01562517866033472,-0.01148971747987869,0.7042362777062189
agent_vs_gt_sloc_delta,cc_max,bypass,1097,-0.07278975774901236,0.01589491733218829,-0.3115923708295088,3.984142102732057e-26
agent_vs_gt_sloc,cc_max,bypass,1097,-0.07278975774901236,0.01589491733218829,-0.3115923708295088,3.984142102732057e-26
bypass_vs_gt_sloc_delta,cc_avg,bypass,1094,-0.07271770109576187,0.016144940138810744,-0.017772413800036337,0.557063432990201
bypass_vs_gt_sloc,cc_avg,bypass,1094,-0.07271770109576187,0.016144940138810744,-0.017772413800036337,0.557063432990201
n_commits_a,mi_score,bypass,1100,-0.07257726531709702,0.01605977230430998,0.1290356599181508,1.7649711842512547e-05
agent_vs_gt_diff_lines_removed,mi_score,bypass,1097,-0.07254661221669997,0.016250365054684687,-0.18060508083707996,1.6952112867405365e-09
agent_vs_gt_diff_lines_added,lloc,ground_truth,1097,-0.0722832709421538,0.016643186949951146,-0.07997789053086482,0.008045052912122376
agent_vs_gt_diff_lines_added,h_difficulty,ground_truth,1097,-0.07183213622718071,0.017335510622652962,-0.09251479747754753,0.002160247386778446
agent_vs_gt_diff_total_change,lloc,agent,1097,-0.07171607230302479,0.017517654294191144,-0.015794228374839,0.6012827895755495
agent_vs_gt_diff_lines_added,h_difficulty,agent,1097,-0.07169293724092818,0.01755416066634491,-0.10895345884552948,0.0003000003195665067
agent_vs_gt_loc_delta,h_difficulty,bypass,1097,-0.07140138951883947,0.01801995321997375,-0.2201701702045539,1.6481978017361858e-13
agent_vs_gt_loc,h_difficulty,bypass,1097,-0.07140138951883947,0.01801995321997375,-0.2201701702045539,1.6481978017361858e-13
agent_vs_gt_diff_total_change,lloc,bypass,1097,0.07118594059914443,0.018371078280158926,0.25811835901861113,3.721028459470267e-18
agent_vs_bypass_loc,h_bugs,agent,1091,0.07049214325157435,0.019880055349518713,-0.11511348750427931,0.00013865980248909437
agent_vs_bypass_loc_delta,h_bugs,agent,1091,0.07049214325157435,0.019880055349518713,-0.11511348750427931,0.00013865980248909437
agent_vs_gt_diff_lines_removed,cc_total,ground_truth,1097,0.0700259115241234,0.020366253146040982,0.43257003785804327,3.053333492175392e-51
agent_vs_bypass_loc_delta,cc_max,agent,1091,0.0697420369752995,0.021235867975390083,0.03480516667017597,0.2506983200598796
agent_vs_bypass_loc,cc_max,agent,1091,0.0697420369752995,0.021235867975390083,0.03480516667017597,0.2506983200598796
agent_vs_bypass_sloc,cc_total,agent,1091,0.06901023021219727,0.022635409013734013,-0.09394126911512073,0.0018949464509924075
agent_vs_bypass_sloc_delta,cc_total,agent,1091,0.06901023021219727,0.022635409013734013,-0.09394126911512073,0.0018949464509924075
agent_vs_gt_diff_lines_removed,h_bugs,bypass,1097,0.06859090818077745,0.023093468023040235,0.45824480297849857,4.719690614805583e-58
