bucket,n,mean_delta,ci_low,ci_high,std_delta,median_delta,win_rate,wins,losses,characteristic,metric,granularity,model
large,600,0.48421307344243825,0.44987538465339844,0.5172652778027176,0.4111900621722278,0.5086883097485516,0.8766666666666667,526,74,project_size,bleu3,file,Llama-3.1-8B-Instruct
medium,1088,0.43837419276941947,0.4131748568004957,0.4629393610447999,0.4315991734741359,0.4203324260533604,0.8566176470588235,932,156,project_size,bleu3,file,Llama-3.1-8B-Instruct
small,103,0.21410024543477116,0.1393346910970874,0.2885062261155947,0.3729238290215502,0.08750022806345858,0.7572815533980582,78,25,project_size,bleu3,file,Llama-3.1-8B-Instruct
huge,97,0.38597829947797013,0.3075062278051066,0.4648941670262456,0.37755813778451874,0.35054273106988054,0.8969072164948454,87,10,project_size,rouge_l,file,Llama-3.1-8B-Instruct
large,600,0.33911960273352787,0.31275669581963256,0.36477722840765403,0.32353308028921535,0.29176560807108043,0.8966666666666666,538,62,project_size,rouge_l,file,Llama-3.1-8B-Instruct
medium,1088,0.31040258842603474,0.2910148018306683,0.3294773005016916,0.3316653360861753,0.2533169300887925,0.8777573529411765,955,133,project_size,rouge_l,file,Llama-3.1-8B-Instruct
small,103,0.1370429946037083,0.08820541822517061,0.18710530111424722,0.25000977961341303,0.04858299595141702,0.7766990291262136,80,23,project_size,rouge_l,file,Llama-3.1-8B-Instruct
Python,1886,0.14899257688229056,0.13361611876988336,0.16542948038176034,0.3560811549580591,0.0,0.14899257688229056,281,0,file_type,exact_match,file,Llama-3.1-8B-Instruct
Python,1886,0.3835631541094877,0.36663384580020614,0.39918434692514304,0.3590084226381348,0.3882197720820603,0.8833510074231177,1666,220,file_type,similarity,file,Llama-3.1-8B-Instruct
Python,1886,0.4433140183743772,0.42297949161676524,0.4620141637108552,0.4280412888497365,0.43739511132801473,0.8568398727465536,1616,270,file_type,bleu3,file,Llama-3.1-8B-Instruct
Python,1886,0.3135306365169437,0.2980730122030107,0.3279084825417676,0.3309058348355669,0.25815494859167676,0.8791092258748674,1658,228,file_type,rouge_l,file,Llama-3.1-8B-Instruct
1000+ tokens,1254,0.13078149920255183,0.11244019138755981,0.14912280701754385,0.3371612354184341,0.0,0.13078149920255183,164,0,conflict_size_bucket,exact_match,file,Llama-3.1-8B-Instruct
201-500 tokens,248,0.2217741935483871,0.1693548387096774,0.27419354838709675,0.41544000845410833,0.0,0.2217741935483871,55,0,conflict_size_bucket,exact_match,file,Llama-3.1-8B-Instruct
501-1000 tokens,330,0.14242424242424243,0.10606060606060606,0.18181818181818182,0.349484731560798,0.0,0.14242424242424243,47,0,conflict_size_bucket,exact_match,file,Llama-3.1-8B-Instruct
51-200 tokens,56,0.2857142857142857,0.17857142857142858,0.4107142857142857,0.45175395145262565,0.0,0.2857142857142857,16,0,conflict_size_bucket,exact_match,file,Llama-3.1-8B-Instruct
1000+ tokens,1254,0.44921744072469877,0.4297428390094974,0.468271280455429,0.3488517854065404,0.5013926905223752,0.8987240829346093,1127,127,conflict_size_bucket,similarity,file,Llama-3.1-8B-Instruct
201-500 tokens,248,0.23639677984570132,0.198063659098744,0.2801242086749966,0.3162136231017325,0.069782774235082,0.8870967741935484,220,28,conflict_size_bucket,similarity,file,Llama-3.1-8B-Instruct
501-1000 tokens,330,0.2928994337838923,0.2529594056335262,0.3341083932880027,0.375101430151217,0.19808025154115905,0.8181818181818182,270,60,conflict_size_bucket,similarity,file,Llama-3.1-8B-Instruct
51-200 tokens,56,0.11489425969204338,0.06625802813834279,0.16617320756146658,0.19469894746121538,0.05641284570391836,0.9107142857142857,51,5,conflict_size_bucket,similarity,file,Llama-3.1-8B-Instruct
1000+ tokens,1254,0.5250561449013196,0.502186013403498,0.5475686631515545,0.41896916348624824,0.6257997690692979,0.8859649122807017,1111,143,conflict_size_bucket,bleu3,file,Llama-3.1-8B-Instruct
201-500 tokens,248,0.2493518322934231,0.2046071209559513,0.29896326317738897,0.3630851779129529,0.06284137178645499,0.8387096774193549,208,40,conflict_size_bucket,bleu3,file,Llama-3.1-8B-Instruct
501-1000 tokens,330,0.32239716284533176,0.2749628186729673,0.37053557613521093,0.44218620233514994,0.12001775746551824,0.7454545454545455,246,84,conflict_size_bucket,bleu3,file,Llama-3.1-8B-Instruct
51-200 tokens,56,0.20191398656912982,0.14364599901615235,0.2621108529181957,0.22775294554573494,0.1135466128410183,0.9464285714285714,53,3,conflict_size_bucket,bleu3,file,Llama-3.1-8B-Instruct
1000+ tokens,1254,0.3686280240174767,0.34978714916132925,0.3869497371696841,0.32934566451727887,0.37027004594805135,0.8955342902711324,1123,131,conflict_size_bucket,rouge_l,file,Llama-3.1-8B-Instruct
201-500 tokens,248,0.19149364429044652,0.15775362759361233,0.2294307343031972,0.2816010166108668,0.04392527762092985,0.8830645161290323,219,29,conflict_size_bucket,rouge_l,file,Llama-3.1-8B-Instruct
501-1000 tokens,330,0.2324111789223,0.19648165508265594,0.26917788696752665,0.3335019868926419,0.11620402648610118,0.8181818181818182,270,60,conflict_size_bucket,rouge_l,file,Llama-3.1-8B-Instruct
51-200 tokens,56,0.1124901141943226,0.061462054346060516,0.16956024141631834,0.2132987101445041,0.04513422818791937,0.8571428571428571,48,8,conflict_size_bucket,rouge_l,file,Llama-3.1-8B-Instruct
Large (5K-10K),501,0.12974051896207583,0.10179640718562874,0.1596806387225549,0.3360177327188657,0.0,0.12974051896207583,65,0,context_size_bucket,exact_match,file,Llama-3.1-8B-Instruct
Medium (1K-5K),759,0.17786561264822134,0.15151515151515152,0.20421607378129117,0.38239957699439764,0.0,0.17786561264822134,135,0,context_size_bucket,exact_match,file,Llama-3.1-8B-Instruct
Small (<1K),137,0.2116788321167883,0.145985401459854,0.2773722627737226,0.4084983526900211,0.0,0.2116788321167883,29,0,context_size_bucket,exact_match,file,Llama-3.1-8B-Instruct
Very Large (10K+),491,0.1079429735234216,0.0814663951120163,0.1364562118126273,0.31030837563679053,0.0,0.1079429735234216,53,0,context_size_bucket,exact_match,file,Llama-3.1-8B-Instruct
Large (5K-10K),501,0.4942411119663532,0.47308570339259365,0.5147727582537509,0.24268403895573382,0.5357471617060449,0.9461077844311377,474,27,context_size_bucket,similarity,file,Llama-3.1-8B-Instruct
Medium (1K-5K),759,0.11881887913453087,0.10103779767870073,0.13597929055014968,0.24742409945418292,0.06993978693839742,0.7918313570487484,601,158,context_size_bucket,similarity,file,Llama-3.1-8B-Instruct
Small (<1K),137,0.08961107793421112,0.0495032531404435,0.12876898826783628,0.23844297128535263,0.050117046180038316,0.7956204379562044,109,28,context_size_bucket,similarity,file,Llama-3.1-8B-Instruct
Very Large (10K+),491,0.763667860950522,0.7475323270915598,0.7796033047723573,0.1894299820769937,0.8133227480014031,0.9857433808553971,484,7,context_size_bucket,similarity,file,Llama-3.1-8B-Instruct
Large (5K-10K),501,0.6047397435731474,0.5790154412052504,0.6316114268304377,0.30018681430590255,0.6762059731068171,0.9461077844311377,474,27,context_size_bucket,bleu3,file,Llama-3.1-8B-Instruct
Medium (1K-5K),759,0.10446498760942442,0.08498588546112999,0.12427545658248365,0.2795184976399561,0.04437070557973477,0.7285902503293807,553,206,context_size_bucket,bleu3,file,Llama-3.1-8B-Instruct
Small (<1K),137,0.10623052294311375,0.06386609681874908,0.14753785196625593,0.25066267327602354,0.06885059493318069,0.781021897810219,107,30,context_size_bucket,bleu3,file,Llama-3.1-8B-Instruct
Very Large (10K+),491,0.8984537440589571,0.883341913351977,0.9132654890778722,0.17770589452162994,0.9636114160143272,0.9857433808553971,484,7,context_size_bucket,bleu3,file,Llama-3.1-8B-Instruct
Large (5K-10K),501,0.37555851033655985,0.355208103325932,0.39609191608059174,0.23509285888421133,0.3923319327731092,0.9461077844311377,474,27,context_size_bucket,rouge_l,file,Llama-3.1-8B-Instruct
Medium (1K-5K),759,0.07557285767649746,0.0607853709111338,0.09000623731365627,0.2064583164518939,0.03997388845001115,0.7865612648221344,597,162,context_size_bucket,rouge_l,file,Llama-3.1-8B-Instruct
Small (<1K),137,0.07110267737250915,0.032963334591375695,0.10729415565022093,0.22664124550041725,0.03738317757009357,0.7664233576642335,105,32,context_size_bucket,rouge_l,file,Llama-3.1-8B-Instruct
Very Large (10K+),491,0.6873511647374252,0.670724084373672,0.7035808229778238,0.1926517515146821,0.72670055424529,0.9857433808553971,484,7,context_size_bucket,rouge_l,file,Llama-3.1-8B-Instruct
