scope,proxy,metric,n_proxy_positive,n_proxy_negative,mean_proxy_positive,mean_proxy_negative,mean_difference_positive_minus_negative,diff_ci_low,diff_ci_high,mannwhitney_p
bypass7_mix_instances,fm3_narrow_proxy,bypass_similarity,1,2,0.995176848874598,0.9757650001071054,0.01941184876749258,-0.00026849525495675763,0.039092192789942026,
bypass7_mix_instances,fm3_narrow_proxy,bypass_bleu3,1,2,0.9858647170225876,0.9841630283345635,0.0017016886880241167,-0.008337840845792366,0.0117412182218406,
bypass7_mix_instances,fm3_narrow_proxy,bypass_rouge_l,1,2,0.9733333333333334,0.9870859982805193,-0.013752664947185966,-0.022932107631906562,-0.00457322226246526,
bypass7_mix_instances,fm3_narrow_proxy,force_mix_exact_match_mean,0,0,,,,,,
bypass7_mix_instances,fm3_narrow_proxy,force_mix_similarity_mean,0,0,,,,,,
bypass7_mix_instances,fm3_narrow_proxy,force_mix_bleu3_mean,0,0,,,,,,
bypass7_mix_instances,fm3_narrow_proxy,force_mix_rouge_l_mean,0,0,,,,,,
bypass7_mix_instances,fm3_medium_proxy,bypass_exact_match,2,1,0.0,0.0,0.0,0.0,0.0,
bypass7_mix_instances,fm3_medium_proxy,bypass_similarity,2,1,0.975630752479627,0.9954453441295548,-0.019814591649927715,-0.039360688044898784,-0.00026849525495675763,
bypass7_mix_instances,fm3_medium_proxy,bypass_bleu3,2,1,0.9799941079116673,0.99420255786838,-0.014208449956712665,-0.020079059067632965,-0.008337840845792366,
bypass7_mix_instances,fm3_medium_proxy,bypass_rouge_l,2,1,0.975619944464566,0.99626544096524,-0.020645496500673932,-0.022932107631906562,-0.018358885369441302,
bypass7_mix_instances,fm3_medium_proxy,force_mix_exact_match_mean,0,0,,,,,,
bypass7_mix_instances,fm3_medium_proxy,force_mix_similarity_mean,0,0,,,,,,
bypass7_mix_instances,fm3_medium_proxy,force_mix_bleu3_mean,0,0,,,,,,
bypass7_mix_instances,fm3_medium_proxy,force_mix_rouge_l_mean,0,0,,,,,,
bypass7_mix_instances,fm3_broad_proxy,bypass_exact_match,3,0,0.0,,,,,
bypass7_mix_instances,fm3_broad_proxy,bypass_similarity,3,0,0.9822356163629363,,,,,
bypass7_mix_instances,fm3_broad_proxy,bypass_bleu3,3,0,0.9847302578972382,,,,,
bypass7_mix_instances,fm3_broad_proxy,bypass_rouge_l,3,0,0.9825017766314573,,,,,
bypass7_mix_instances,fm3_broad_proxy,force_mix_exact_match_mean,0,0,,,,,,
bypass7_mix_instances,fm3_broad_proxy,force_mix_similarity_mean,0,0,,,,,,
bypass7_mix_instances,fm3_broad_proxy,force_mix_bleu3_mean,0,0,,,,,,
bypass7_mix_instances,fm3_broad_proxy,force_mix_rouge_l_mean,0,0,,,,,,
force_mix_evaluated_instances,fm3_narrow_proxy,bypass_exact_match,9,81,0.1111111111111111,0.1728395061728395,-0.06172839506172839,-0.2345679012345679,0.1728395061728395,0.6466931088414423
force_mix_evaluated_instances,fm3_narrow_proxy,bypass_similarity,9,81,0.8958953027003012,0.9104563355173594,-0.014561032817058228,-0.14962574338520976,0.08920664844992192,0.5263493929062899
force_mix_evaluated_instances,fm3_narrow_proxy,bypass_bleu3,9,81,0.9150709727032184,0.9207473217190776,-0.005676349015859228,-0.10781790187028407,0.08124415764532793,0.44921107235961133
force_mix_evaluated_instances,fm3_narrow_proxy,bypass_rouge_l,9,81,0.9272481006733229,0.9445615017300188,-0.017313401056695987,-0.12478110961927319,0.05807922185516765,0.34986319014027345
force_mix_evaluated_instances,fm3_narrow_proxy,force_mix_exact_match_mean,9,81,0.007936507936507936,0.015652557319223985,-0.007716049382716049,-0.04012896825396825,0.015884038800705408,0.34638043362649396
force_mix_evaluated_instances,fm3_narrow_proxy,force_mix_similarity_mean,9,81,0.614285522640892,0.5139473306329291,0.1003381920079629,-0.0546938094154608,0.2526610551975598,0.33286258593365436
force_mix_evaluated_instances,fm3_narrow_proxy,force_mix_bleu3_mean,9,81,0.5579751070819804,0.44791858755199143,0.11005651952998896,-0.1135645604986954,0.3356436162406453,0.2941420698143332
force_mix_evaluated_instances,fm3_narrow_proxy,force_mix_rouge_l_mean,9,81,0.7260379802975007,0.6147798898787762,0.11125809041872448,-0.015014361274228057,0.23231307148227612,0.2642822147136463
force_mix_evaluated_instances,fm3_medium_proxy,bypass_exact_match,24,66,0.25,0.13636363636363635,0.11363636363636365,-0.08333333333333333,0.3106060606060606,0.20586750740590565
force_mix_evaluated_instances,fm3_medium_proxy,bypass_similarity,24,66,0.9226036343815572,0.9040535405462342,0.018550093835323023,-0.050544097219971995,0.07882590194723728,0.21191142858722456
force_mix_evaluated_instances,fm3_medium_proxy,bypass_bleu3,24,66,0.9343485536580786,0.9150273716027326,0.019321182055345942,-0.03607255694984383,0.07320778256169388,0.22101656413401072
force_mix_evaluated_instances,fm3_medium_proxy,bypass_rouge_l,24,66,0.9478799571688494,0.9409938723354402,0.006886084833409245,-0.04618764329122604,0.04958540445602267,0.1997728780318737
force_mix_evaluated_instances,fm3_medium_proxy,force_mix_exact_match_mean,24,66,0.008928571428571428,0.017045454545454544,-0.008116883116883116,-0.04331033549783549,0.018939393939393936,0.3007327604603829
force_mix_evaluated_instances,fm3_medium_proxy,force_mix_similarity_mean,24,66,0.5528150067179897,0.5134961109667202,0.039318895751269456,-0.08381791607425129,0.16203946115719167,0.5809408335346048
force_mix_evaluated_instances,fm3_medium_proxy,force_mix_bleu3_mean,24,66,0.4715666004692562,0.4543270173361664,0.017239583133089764,-0.14813218594145128,0.17526129951101016,0.6254436161049118
force_mix_evaluated_instances,fm3_medium_proxy,force_mix_rouge_l_mean,24,66,0.6630767863328831,0.6123889398616542,0.050687846471228926,-0.05727806953837202,0.15633631791542252,0.6061876929553456
force_mix_evaluated_instances,fm3_broad_proxy,bypass_exact_match,63,27,0.19047619047619047,0.1111111111111111,0.07936507936507936,-0.08465608465608465,0.2222222222222222,0.36079957580215816
force_mix_evaluated_instances,fm3_broad_proxy,bypass_similarity,63,27,0.930624205281544,0.8585442951285768,0.07207991015296722,-0.004943155179443528,0.15766452762022035,0.0577748114607996
force_mix_evaluated_instances,fm3_broad_proxy,bypass_bleu3,63,27,0.9387936334742387,0.8767471446184153,0.06204648885582342,-0.007901191360587739,0.14491996641888708,0.06195970971778226
force_mix_evaluated_instances,fm3_broad_proxy,bypass_rouge_l,63,27,0.9567838770644432,0.9102714922641302,0.046512384800313056,-0.0071563059077383116,0.10639081219893497,0.07389950287595463
force_mix_evaluated_instances,fm3_broad_proxy,force_mix_exact_match_mean,63,27,0.003401360544217687,0.041666666666666664,-0.03826530612244898,-0.11923894557823128,0.005668934240362811,0.3681161203612735
force_mix_evaluated_instances,fm3_broad_proxy,force_mix_similarity_mean,63,27,0.49472940946463706,0.5922352106949312,-0.09750580123029418,-0.22674949799285118,0.03500711722719291,0.14385332399791287
force_mix_evaluated_instances,fm3_broad_proxy,force_mix_bleu3_mean,63,27,0.4157258454559836,0.5597204922860061,-0.14399464683002244,-0.2987387713666781,0.015432826242465938,0.09434050709610126
force_mix_evaluated_instances,fm3_broad_proxy,force_mix_rouge_l_mean,63,27,0.5952088555889281,0.697531666694663,-0.10232281110573493,-0.21736524171110383,0.016656858925253287,0.07974336261173176
