repo_norm,repo,evaluated_row_count,evaluated_instance_count,benchmark_scenario_count,conflict_files_total,conflict_files_median,merge_conflicts_total,merge_conflicts_median,merge_parent_count_median,default_branch,license,stargazers,created_at,topics,programming_language,commits,branches,releases,forks,watchers,contributors,blank_lines,code_lines,comment_lines,last_commit,dominant_difficulty,dominant_project_size,difficulty_easy_scenario_count,difficulty_hard_scenario_count,difficulty_medium_scenario_count,project_size_medium_scenario_count,project_size_small_scenario_count,project_size_large_scenario_count,project_size_huge_scenario_count,active_span_days,active_span_years,repository_age_days,repository_age_years,commits_per_year,code_lines_per_contributor,stars_per_year,metadata_matched
sublimelsp/lsp,sublimelsp/lsp,32,3,3,4,1.0,6,2.0,2.0,main,MIT License,1725,2017-04-08T03:51:20Z,language-client;language-server-protocol;lsp;sublime-text,python,2193,19,114,186,24,137,6307,25997,6956,2025-07-27T08:22:28Z,easy,medium,1,1,1,3,0,0,0,3032,8.301163586584531,3036,8.31211498973306,264.17983179419525,189.75912408759123,207.5284090909091,True
SylphAI-Inc/AdalFlow,SylphAI-Inc/AdalFlow,48,4,4,6,1.5,13,1.5,2.0,main,MIT License,3490,2024-04-19T05:05:13Z,agent;ai;auto-prompting;bm25;chatbot;faiss;framework;generative-ai;information-retrieval;llm;machine-learning;nlp;optimizer;python;question-answering;rag;reranker;retriever;summarization;trainer,python,1851,59,4,305,23,30,18560,56038,51884,2025-07-31T06:08:51Z,easy,medium,2,2,0,4,0,0,0,468,1.2813141683778233,468,1.2813141683778233,1444.6105769230771,1867.9333333333334,2723.766025641026,True
syncplay/syncplay,syncplay/syncplay,8,1,1,1,1.0,1,1.0,2.0,master,Apache License 2.0,2353,2012-06-20T10:49:36Z,,python,2478,15,71,229,36,73,4105,22609,1799,2025-07-11T04:13:50Z,easy,medium,1,0,0,1,0,0,0,4768,13.05407255304586,4789,13.111567419575634,189.82581795302013,309.71232876712327,179.45985591981625,True
t41372/Open-LLM-VTuber,t41372/Open-LLM-VTuber,48,4,4,6,1.0,11,2.5,2.0,main,MIT License,1935,2023-11-24T04:55:43Z,ai;ai-vtuber;ai-waifu;chatbots;live2d;live2d-web;llm;neuro-sama;ollama,python,372,15,15,193,14,7,3627,27522,9014,2025-01-18T12:52:47Z,easy,medium,2,1,1,4,0,0,0,421,1.1526351813826146,615,1.6837782340862424,322.73871733966746,3931.714285714286,1149.2012195121952,True
TEN-framework/TEN-Agent,TEN-framework/TEN-Agent,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,5725,2024-06-19T02:26:15Z,agent;ai;asr;cpp;gemini;golang;gpt-4;gpt-4o;llm;low-latency;multimodal;nextjs14;openai;python;rag;real-time;realtime;tts;vision;voice-assistant,python,1011,23,11,666,59,36,9924,57933,2599,2025-04-25T02:36:37Z,easy,medium,1,0,0,1,0,0,0,310,0.8487337440109514,407,1.1143052703627652,1191.1862903225806,1609.25,5137.7303439803445,True
testcontainers/testcontainers-python,testcontainers/testcontainers-python,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,1907,2017-03-22T08:22:35Z,database;python;python3;selenium;testcontainers;testing,python,976,48,39,324,19,138,5041,15211,3977,2025-07-21T08:31:35Z,easy,medium,1,0,0,1,0,0,0,3043,8.331279945242985,3053,8.358658453114305,117.14886625041078,110.22463768115942,228.1466590239109,True
thingsboard/thingsboard-gateway,thingsboard/thingsboard-gateway,8,1,1,1,1.0,2,2.0,2.0,master,Apache License 2.0,1945,2017-01-05T05:41:03Z,aws;aws-iot;bacnet;ble;can;can-bus;gateway;iot;iot-gateway;mqtt;mqtt-broker;odbc;opc-ua;sigfox;thingsboard,python,3349,72,79,913,88,69,5999,39969,4331,2025-07-28T10:24:35Z,medium,medium,0,0,1,1,0,0,0,3126,8.558521560574949,3129,8.566735112936344,391.3059021113244,579.2608695652174,227.040987535954,True
traceloop/openllmetry,traceloop/openllmetry,32,2,2,4,2.0,4,2.0,2.0,main,Apache License 2.0,6154,2023-09-02T02:42:59Z,artifical-intelligence;datascience;generative-ai;good-first-issue;good-first-issues;help-wanted;llm;llmops;metrics;ml;model-monitoring;monitoring;observability;open-source;open-telemetry;opentelemetry;opentelemetry-python;python,python,1118,238,199,769,15,78,19249,147681,3277,2025-07-31T09:00:39Z,easy,large,1,1,0,0,0,2,0,698,1.9110198494182067,698,1.9110198494182067,585.0279369627507,1893.3461538461538,3220.2700573065904,True
TransformerLensOrg/TransformerLens,TransformerLensOrg/TransformerLens,72,3,3,9,2.0,9,2.0,2.0,main,MIT License,2421,2022-08-26T08:20:38Z,,python,824,61,62,426,27,100,4450,35470,205762,2025-07-09T07:23:19Z,hard,medium,1,2,0,3,0,0,0,1047,2.86652977412731,1070,2.9295003422313486,287.4555873925501,354.7,826.4207943925234,True
triton-inference-server/server,triton-inference-server/server,40,4,4,5,1.0,6,1.0,2.0,main,BSD 3-Clause New or Revised License,9565,2018-10-04T09:10:30Z,cloud;datacenter;deep-learning;edge;gpu;inference;machine-learning,python,3619,369,81,1622,149,132,23491,141740,34228,2025-07-30T02:13:47Z,easy,large,3,1,0,0,0,4,0,2490,6.8172484599589325,2492,6.822724161533197,530.8593373493976,1073.7878787878788,1401.93268459069,True
truefoundry/cognita,truefoundry/cognita,32,1,1,4,4.0,9,9.0,2.0,main,Apache License 2.0,3617,2023-07-26T01:08:54Z,agent;ai;application;data;deep-learning;fine-tuning;framework;generative-ai;llm;llm-ops;llmops;machine-learning;mlops;model-deployment;python;rag;retrieval-augmented-generation;typescript,python,409,12,0,301,32,22,2312,17766,1533,2025-02-21T11:10:28Z,hard,medium,0,1,0,1,0,0,0,576,1.5770020533880904,736,2.0150581793292264,259.3528645833333,807.5454545454545,1794.9853940217392,True
truera/trulens,truera/trulens,160,14,14,20,1.0,38,2.0,2.0,main,MIT License,2680,2020-11-02T09:56:45Z,agent-evaluation;agentops;ai-agents;ai-monitoring;ai-observability;evals;explainable-ml;llm-eval;llm-evaluation;llmops;llms;machine-learning;neural-networks,python,1548,387,98,220,19,57,18013,129913,41424,2025-07-31T11:17:06Z,easy,large,5,4,5,0,0,14,0,1732,4.741957563312799,1732,4.741957563312799,326.44745958429564,2279.1754385964914,565.1674364896074,True
twilio/twilio-python,twilio/twilio-python,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,1975,2009-09-15T05:33:57Z,twilio;twilio-api;twiml,python,1818,18,252,774,118,113,53373,154377,91116,2025-07-24T08:04:05Z,easy,large,1,0,0,0,0,1,0,5791,15.854893908282,5798,15.874058863791923,114.66491106890001,1366.1681415929204,124.41682476716109,True
ufal/whisper_streaming,ufal/whisper_streaming,16,1,1,2,2.0,5,5.0,2.0,main,MIT License,3028,2023-04-05T09:24:40Z,,python,140,7,0,368,42,18,364,1064,234,2025-06-23T12:23:45Z,hard,small,0,1,0,0,1,0,0,810,2.217659137577002,848,2.321697467488022,63.129629629629626,59.111111111111114,1304.2181603773583,True
UKGovernmentBEIS/inspect_ai,UKGovernmentBEIS/inspect_ai,16,2,2,2,1.0,3,1.5,2.0,main,MIT License,1184,2023-11-14T02:53:11Z,,python,3174,62,0,270,12,120,25721,293382,20813,2025-07-30T03:09:46Z,easy,large,1,0,1,0,0,2,0,624,1.7084188911704312,625,1.7111567419575633,1857.858173076923,2444.85,691.9296,True
unclecode/crawl4ai,unclecode/crawl4ai,104,10,10,13,1.0,20,1.0,2.0,main,Apache License 2.0,50139,2024-05-09T09:48:50Z,,python,971,96,6,4876,285,41,32401,138509,26444,2025-07-25T10:22:45Z,easy,large,7,2,1,0,0,10,0,442,1.2101300479123889,448,1.2265571526351813,802.3930995475113,3378.268292682927,40877.83426339286,True
unitaryai/detoxify,unitaryai/detoxify,8,1,1,1,1.0,1,1.0,2.0,master,Apache License 2.0,1079,2020-09-23T03:24:21Z,bert;bert-model;hate-speech;hate-speech-detection;hatespeech;huggingface;huggingface-transformers;kaggle-competition;nlp;pytorch-lightning;sentence-classification;toxic-comment-classification;toxic-comments;toxicity;toxicity-classification,python,265,28,13,128,11,13,760,2786,111,2025-07-29T10:47:55Z,easy,small,1,0,0,0,1,0,0,1770,4.84599589322382,1772,4.851471594798084,54.684322033898304,214.30769230769232,222.40674379232505,True
unslothai/unsloth,unslothai/unsloth,16,2,2,2,1.0,3,1.5,2.0,main,Apache License 2.0,42910,2023-11-29T04:50:09Z,agent;ai;deepseek;deepseek-r1;fine-tuning;gemma;gemma3;llama;llama3;llm;llms;lora;mistral;openai;pytorch;qwen;qwen3;text-to-speech;tts;unsloth,python,1481,19,15,3435,247,62,5270,29513,5418,2025-07-29T09:19:43Z,easy,medium,1,0,1,2,0,0,0,608,1.6646132785763177,610,1.6700889801505818,889.696134868421,476.01612903225805,25693.241803278688,True
urchade/GLiNER,urchade/GLiNER,16,1,1,2,2.0,4,4.0,2.0,main,Apache License 2.0,2194,2023-11-14T06:11:11Z,information-extraction;large-language-models;named-entity-recognition;natural-language-processing;prompt-tuning,python,496,17,34,195,18,28,1398,5690,5372,2025-07-28T09:30:19Z,hard,small,0,1,0,0,1,0,0,622,1.702943189596167,625,1.7111567419575633,291.2604501607717,203.21428571428572,1282.1736,True
vanna-ai/vanna,vanna-ai/vanna,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,14836,2023-05-13T05:26:28Z,agent;ai;data-visualization;database;llm;rag;sql;text-to-sql,python,878,6,74,1329,112,69,2716,12049,6264,2025-04-10T03:17:11Z,easy,medium,1,0,0,1,0,0,0,697,1.9082819986310746,810,2.217659137577002,460.0997130559541,174.6231884057971,6689.937037037037,True
vega/altair,vega/altair,32,4,4,4,1.0,7,1.5,2.0,main,BSD 3-Clause New or Revised License,9898,2015-09-19T03:14:04Z,,python,3890,171,31,810,136,159,19378,94087,48732,2025-07-17T06:34:22Z,easy,medium,2,0,2,4,0,0,0,3589,9.826146475017111,3603,9.86447638603696,395.8825578155475,591.7421383647799,1003.3984179850125,True
video-db/Director,video-db/Director,64,7,7,8,1.0,12,1.0,2.0,main,MIT License,1008,2024-10-14T04:22:12Z,agent;agent-framework;ai-agents;framework;llm;openai;rag;search;text-to-video;video-editing;video-processing;videodb,python,496,33,1,151,13,12,1838,9840,1378,2025-07-25T07:48:40Z,easy,small,5,1,1,0,7,0,0,284,0.7775496235455168,290,0.7939767282683093,637.9014084507041,820.0,1269.5586206896553,True
vitalik/django-ninja,vitalik/django-ninja,8,1,1,1,1.0,2,2.0,2.0,master,MIT License,8364,2020-05-19T08:48:53Z,django;django-ninja;openapi;pydantic;python;rest-api;swagger;swagger-ui,python,1335,30,48,510,73,146,5377,19348,840,2025-07-15T09:25:27Z,medium,medium,0,0,1,1,0,0,0,1883,5.155373032169747,1899,5.19917864476386,258.95313329792884,132.5205479452055,1608.7156398104266,True
vllm-project/llm-compressor,vllm-project/llm-compressor,816,48,48,102,1.0,167,2.0,2.0,main,Apache License 2.0,1723,2024-06-20T08:13:34Z,compression;quantization;sparsity,python,2491,195,11,188,21,66,6802,30692,7261,2025-07-31T07:57:59Z,easy,medium,23,15,10,48,0,0,0,405,1.108829568788501,406,1.111567419575633,2246.512962962963,465.030303030303,1550.0634236453202,True
vllm-project/vllm,vllm-project/vllm,96,7,7,12,1.0,29,4.0,2.0,main,Apache License 2.0,52969,2023-02-09T11:23:20Z,amd;cuda;deepseek;gpt;hpu;inference;inferentia;llama;llm;llm-serving;llmops;mlops;model-serving;pytorch;qwen;rocm;tpu;trainium;transformer;xpu,python,7902,91,68,8873,406,461,89586,478095,77295,2025-07-23T08:41:43Z,easy,large,3,3,1,0,0,7,0,894,2.4476386036960984,903,2.4722792607802875,3228.4177852348994,1037.0824295010846,21425.168604651164,True
vocodedev/vocode-core,vocodedev/vocode-core,56,2,2,7,3.5,17,8.5,2.0,main,MIT License,2919,2023-02-24T06:44:46Z,,python,754,277,7,493,47,57,4993,28169,953,2024-11-15T10:16:58Z,easy,medium,1,1,0,2,0,0,0,630,1.7248459958932238,888,2.431211498973306,437.1404761904762,494.1929824561403,1200.6359797297298,True
VRSEN/agency-swarm,VRSEN/agency-swarm,8,1,1,1,1.0,2,2.0,2.0,main,MIT License,3730,2023-11-16T02:29:26Z,,python,744,29,37,955,126,19,3963,16058,3399,2025-07-28T02:13:49Z,medium,medium,0,0,1,1,0,0,0,619,1.6947296372347707,623,1.7056810403832992,439.0080775444265,845.1578947368421,2186.809791332263,True
wasserth/totalsegmentator,wasserth/totalsegmentator,32,1,1,4,4.0,4,4.0,2.0,master,Apache License 2.0,2041,2022-01-19T12:24:33Z,,python,817,6,7,339,28,29,1441,7932,1318,2025-07-31T07:55:09Z,hard,small,0,1,0,0,1,0,0,1288,3.5263518138261465,1289,3.5290896646132786,231.684200310559,273.51724137931035,578.3361132660978,True
wassimtenachi/physo,wassimtenachi/physo,16,1,1,2,2.0,2,2.0,2.0,main,MIT License,1893,2023-01-27T02:06:05Z,deep-learning;equation-discovery;machine-learning;physics;python;reinforcement-learning;symbolic-regression,python,946,5,2,258,40,5,5302,26846,32149,2025-07-30T01:21:18Z,hard,medium,0,1,0,1,0,0,0,914,2.5023956194387407,916,2.507871321013005,378.0377461706783,5369.2,754.8234170305677,True
weaviate/Verba,weaviate/Verba,8,1,1,1,1.0,1,1.0,2.0,main,BSD 3-Clause New or Revised License,7201,2023-07-28T04:53:42Z,,python,413,21,10,788,73,35,2561,26763,1126,2025-07-14T11:22:14Z,easy,medium,1,0,0,1,0,0,0,717,1.9630390143737166,734,2.0095824777549622,210.38807531380752,764.6571428571428,3583.331403269755,True
wenet-e2e/wenet,wenet-e2e/wenet,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,4666,2020-11-17T03:57:23Z,asr;automatic-speech-recognition;conformer;e2e-models;production-ready;pytorch;speech-recognition;transformer;whisper,python,1594,25,10,1143,92,152,13566,417005,21467,2025-06-01T08:19:21Z,easy,large,1,0,0,0,0,1,0,1657,4.5366187542778915,1717,4.700889801505818,351.36300543150276,2743.4539473684213,992.5780430984274,True
wenjiedu/pypots,wenjiedu/pypots,8,1,1,1,1.0,1,1.0,2.0,main,BSD 3-Clause New or Revised License,1635,2022-03-29T02:22:47Z,anomaly-detection;classification;clustering;data-analysis;data-mining;data-science;deep-learning;forecasting;generation;imputation;machine-learning;missing-values;neural-networks;pytorch;time-series,python,1746,10,36,160,19,21,14621,47275,19007,2025-07-31T08:09:35Z,easy,medium,1,0,0,1,0,0,0,1220,3.3401779603011637,1220,3.3401779603011637,522.7266393442623,2251.190476190476,489.49487704918033,True
willccbb/verifiers,willccbb/verifiers,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,1670,2025-01-22T12:58:34Z,,python,670,35,1,227,26,13,3056,12895,2369,2025-07-31T03:23:41Z,easy,medium,1,0,0,1,0,0,0,189,0.5174537987679672,189,0.5174537987679672,1294.8015873015872,991.9230769230769,3227.34126984127,True
xhtml2pdf/xhtml2pdf,xhtml2pdf/xhtml2pdf,8,1,1,1,1.0,2,2.0,2.0,master,Apache License 2.0,2300,2011-05-16T01:45:29Z,html-pdf;html-pdf-converter;html-to-pdf;html-to-pdf-converter;pdf;pdf-converter;pdf-generation;pypdf;python;reportlab;reportlab-pdf,python,1151,7,18,652,72,144,5427,24219,3909,2025-05-07T09:25:48Z,medium,medium,0,0,1,1,0,0,0,5105,13.976728268309378,5190,14.209445585215606,82.35117531831537,168.1875,161.86416184971097,True
XLabs-AI/x-flux-comfyui,XLabs-AI/x-flux-comfyui,32,4,4,4,1.0,4,1.0,2.0,main,Apache License 2.0,1044,2024-08-12T05:53:28Z,,python,175,8,0,69,13,8,766,9743,264,2024-10-30T12:51:20Z,easy,small,4,0,0,0,4,0,0,79,0.216290212183436,353,0.9664613278576317,809.0981012658228,1217.875,1080.229461756374,True
xlang-ai/OSWorld,xlang-ai/OSWorld,72,7,7,9,1.0,20,2.0,2.0,main,Apache License 2.0,1998,2023-10-16T01:49:13Z,agent;artificial-intelligence;benchmark;cli;code-generation;gui;language-model;large-action-model;llm;multimodal;natural-language-processing;reinforcement-learning;rpa;vlm,python,1286,28,2,260,33,43,6031,64885,5488,2025-07-31T05:47:58Z,easy,medium,3,2,2,7,0,0,0,654,1.7905544147843941,654,1.7905544147843941,718.2133027522937,1508.953488372093,1115.855504587156,True
ZihanWang314/RAGEN,ZihanWang314/RAGEN,16,2,2,2,1.0,2,1.0,2.0,main,Apache License 2.0,1125,2025-01-25T07:31:40Z,,python,268,19,0,80,20,5,6195,23991,8475,2025-03-15T06:00:32Z,easy,medium,2,0,0,2,0,0,0,48,0.13141683778234087,187,0.5119780971937029,2039.3125,4798.2,2197.3596256684496,True
zulko/moviepy,zulko/moviepy,16,2,2,2,1.0,3,1.5,2.0,master,MIT License,13741,2013-08-12T09:39:28Z,animation;gif;hacktoberfest;python;video;video-editing;video-processing,python,1517,9,20,1839,254,164,7029,14083,5926,2025-07-27T10:25:38Z,easy,medium,1,0,1,2,0,0,0,4367,11.956194387405887,4371,11.967145790554415,126.87983741699107,85.8719512195122,1148.2270075497597,True
