id,n_conflict_files,n_total_conflicts,repo_commits,repo_code_lines,repo_contributors,difficulty,project_size
555290919346,1,1,5716,491328,197,easy,large
671638652582,1,1,5716,491328,197,easy,large
311713717407,1,1,5716,491328,197,easy,large
805408191704,1,1,5716,491328,197,easy,large
45626539229,1,1,5716,491328,197,easy,large
506112998075,1,1,5716,491328,197,easy,large
854918006643,1,1,5716,491328,197,easy,large
271547826851,1,1,5716,491328,197,easy,large
978240426251,1,1,5716,491328,197,easy,large
804237079085,1,1,5716,491328,197,easy,large
965563141071,1,1,5716,491328,197,easy,large
334950146121,1,1,5716,491328,197,easy,large
959670000760,1,1,5716,491328,197,easy,large
264841662615,1,1,5716,491328,197,easy,large
137807918710,1,1,5716,491328,197,easy,large
289090664580,1,1,5716,491328,197,easy,large
744790156574,1,1,5716,491328,197,easy,large
154179589023,1,1,5716,491328,197,easy,large
186905093121,1,1,5716,491328,197,easy,large
707608676459,1,1,5716,491328,197,easy,large
987081529487,1,1,5716,491328,197,easy,large
371015791792,1,1,5716,491328,197,easy,large
926525919272,1,1,5716,491328,197,easy,large
223429335699,1,1,5716,491328,197,easy,large
900111579029,1,1,5716,491328,197,easy,large
329126864326,1,1,5716,491328,197,easy,large
283261058805,1,1,5716,491328,197,easy,large
167222656965,1,1,5716,491328,197,easy,large
739390563763,1,1,5716,491328,197,easy,large
589983561238,1,1,5716,491328,197,easy,large
511088739143,1,1,5716,491328,197,easy,large
493728945888,1,1,5716,491328,197,easy,large
846712784006,1,1,5716,491328,197,easy,large
375446098661,1,1,5716,491328,197,easy,large
785575383498,1,1,5716,491328,197,easy,large
422033800664,1,1,5716,491328,197,easy,large
763125090046,1,1,5716,491328,197,easy,large
913456242246,1,1,5716,491328,197,easy,large
870971248030,1,1,2667,200907,361,easy,large
598327271439,1,1,2667,200907,361,easy,large
558278779118,1,1,2667,200907,361,easy,large
385336802930,1,1,2667,200907,361,easy,large
99449744727,1,1,2667,200907,361,easy,large
327055077106,1,1,2667,200907,361,easy,large
166861654099,1,1,11787,254222,277,easy,large
539672099916,1,1,11787,254222,277,easy,large
558916203435,1,1,11000,325846,299,easy,large
16130294178,1,1,353,78405,21,easy,medium
291724734374,1,1,2324,131201,105,easy,large
586084977835,1,1,9220,388827,119,easy,large
162644996094,1,1,9220,388827,119,easy,large
77125507817,1,1,3844,238734,187,easy,large
646648244999,1,1,3844,238734,187,easy,large
348853122372,1,1,1814,48290,348,easy,medium
516357586965,1,1,2699,62511,124,easy,medium
12459398132,1,1,1307,24591,38,easy,medium
764800814176,1,1,1424,158243,140,easy,large
567762819010,1,1,1424,158243,140,easy,large
401181347436,1,1,1424,158243,140,easy,large
385293859278,1,1,1424,158243,140,easy,large
32019286296,1,1,1424,158243,140,easy,large
140366539518,1,1,235,63364,24,easy,medium
318401209019,1,1,235,63364,24,easy,medium
706442907076,1,1,235,63364,24,easy,medium
247402917526,1,1,235,63364,24,easy,medium
126658010330,1,1,235,63364,24,easy,medium
789023469196,1,1,235,63364,24,easy,medium
933118172995,1,1,235,63364,24,easy,medium
923603651407,1,1,2902,344176,154,easy,large
421117117299,1,1,1260,10212,16,easy,medium
624697055065,1,1,904,70795,140,easy,medium
258610168409,1,1,796,41421,49,easy,medium
928331411848,1,1,796,41421,49,easy,medium
42448858539,1,1,3156,302421,180,easy,large
277187372575,1,1,3156,302421,180,easy,large
334743148956,1,1,3156,302421,180,easy,large
682086026826,1,1,11808,167861,8,easy,large
977417744289,1,1,3202,214622,142,easy,large
788190794177,1,1,3202,214622,142,easy,large
624658962695,1,1,3202,214622,142,easy,large
473036096332,1,1,3202,214622,142,easy,large
368067631874,1,1,3202,214622,142,easy,large
563323240235,1,1,3202,214622,142,easy,large
563974765755,1,1,3202,214622,142,easy,large
25505676981,1,1,3202,214622,142,easy,large
958916956587,1,1,3202,214622,142,easy,large
158411186497,1,1,3202,214622,142,easy,large
979223868068,1,1,3202,214622,142,easy,large
977757240705,1,1,3202,214622,142,easy,large
207238523129,1,1,3202,214622,142,easy,large
620892333851,1,1,3202,214622,142,easy,large
363305361277,1,1,3202,214622,142,easy,large
36712893608,1,1,3202,214622,142,easy,large
93167554550,1,1,3202,214622,142,easy,large
423295065596,1,1,3202,214622,142,easy,large
510176662849,1,1,3202,214622,142,easy,large
642118282606,1,1,3202,214622,142,easy,large
681409393008,1,1,3202,214622,142,easy,large
727878654500,1,1,2226,37352,14,easy,medium
938061759088,1,1,2226,37352,14,easy,medium
965325250429,1,1,2226,37352,14,easy,medium
655508314646,1,1,2226,37352,14,easy,medium
851608502567,1,1,2226,37352,14,easy,medium
124226477194,1,1,2226,37352,14,easy,medium
509639870939,1,1,2226,37352,14,easy,medium
970672335623,1,1,2226,37352,14,easy,medium
650658473980,1,1,433,103518,52,easy,large
784518178277,1,1,1254,48777,43,easy,medium
426624007482,1,1,1254,48777,43,easy,medium
673955933836,1,1,1254,48777,43,easy,medium
220662483217,1,1,1494,17605,68,easy,medium
89211520311,1,1,1494,17605,68,easy,medium
565259960336,1,1,1494,17605,68,easy,medium
86208514346,1,1,1494,17605,68,easy,medium
747644957506,1,1,1494,17605,68,easy,medium
936446629389,1,1,1494,17605,68,easy,medium
67700861937,1,1,1494,17605,68,easy,medium
64938970296,1,1,1494,17605,68,easy,medium
12005941047,1,1,1494,17605,68,easy,medium
930100752068,1,1,3785,278893,116,easy,large
479520977008,1,1,3785,278893,116,easy,large
612928719185,1,1,3785,278893,116,easy,large
731251923967,1,1,7185,232912,107,easy,large
623700412408,1,1,2063,77808,243,easy,medium
329472701736,1,1,2063,77808,243,easy,medium
655442851351,1,1,4156,299662,449,easy,large
703586668030,1,1,4156,299662,449,easy,large
827701086617,1,1,642,65713,35,easy,medium
619174799183,1,1,642,65713,35,easy,medium
904238908888,1,1,642,65713,35,easy,medium
833846952202,1,1,642,65713,35,easy,medium
38024136375,1,1,2671,62557,173,easy,medium
871680425454,1,1,2671,62557,173,easy,medium
591399343469,1,1,2671,62557,173,easy,medium
622655643675,1,1,2671,62557,173,easy,medium
676305500203,1,1,2671,62557,173,easy,medium
730815756171,1,1,1118,147681,78,easy,large
968032133756,1,1,890,40112,242,easy,medium
857012001082,1,1,914,63882,35,easy,medium
627888688220,1,1,914,63882,35,easy,medium
422834859112,1,1,853,82677,30,easy,medium
424951281054,1,1,853,82677,30,easy,medium
348125401081,1,1,853,82677,30,easy,medium
213161590344,1,1,853,82677,30,easy,medium
721584949803,1,1,853,82677,30,easy,medium
864000062415,1,1,853,82677,30,easy,medium
880666042474,1,1,853,82677,30,easy,medium
734072953719,1,1,853,82677,30,easy,medium
993774509114,1,1,853,82677,30,easy,medium
90650127447,1,1,853,82677,30,easy,medium
361177244769,1,1,1142,102612,126,easy,large
154304387807,1,1,4044,166344,35,easy,large
33506985078,1,1,1711,34628,34,easy,medium
141133985937,1,1,1464,33640,92,easy,medium
977322491634,1,1,1464,33640,92,easy,medium
125683199024,1,1,1464,33640,92,easy,medium
924594756602,1,1,1464,33640,92,easy,medium
904562058207,1,1,1464,33640,92,easy,medium
837987361100,1,1,1464,33640,92,easy,medium
134296232550,1,1,1464,33640,92,easy,medium
721246055738,1,1,1464,33640,92,easy,medium
734946960293,1,1,1464,33640,92,easy,medium
784855860178,1,1,1464,33640,92,easy,medium
178104428619,1,1,1464,33640,92,easy,medium
743148673090,1,1,1464,33640,92,easy,medium
906108155094,1,1,1464,33640,92,easy,medium
466091970469,1,1,1464,33640,92,easy,medium
88366735346,1,1,1464,33640,92,easy,medium
996562536187,1,1,1464,33640,92,easy,medium
339104788355,1,1,1464,33640,92,easy,medium
890057982121,1,1,1464,33640,92,easy,medium
362431974993,1,1,1464,33640,92,easy,medium
883062358536,1,1,9222,9410,105,easy,small
454885510078,1,1,10694,102471,438,easy,large
988685113095,1,1,5794,87948,174,easy,medium
113404845952,1,1,2703,173254,170,easy,large
312634436266,1,1,2703,173254,170,easy,large
301670073212,1,1,741,70350,25,easy,medium
37039043957,1,1,741,70350,25,easy,medium
405700721828,1,1,741,70350,25,easy,medium
949225342305,1,1,741,70350,25,easy,medium
153290721917,1,1,741,70350,25,easy,medium
883129389234,1,1,741,70350,25,easy,medium
756572184188,1,1,741,70350,25,easy,medium
342860983928,1,1,741,70350,25,easy,medium
60581983439,1,1,741,70350,25,easy,medium
902847935678,1,1,741,70350,25,easy,medium
873289507412,1,1,741,70350,25,easy,medium
276757516142,1,1,741,70350,25,easy,medium
500531177582,1,1,741,70350,25,easy,medium
89582342552,1,1,741,70350,25,easy,medium
957613707230,1,1,741,70350,25,easy,medium
31104414942,1,1,1481,29513,62,easy,medium
804718277370,1,1,479,40945,36,easy,medium
115058474542,1,1,479,40945,36,easy,medium
315954384469,1,1,479,40945,36,easy,medium
447829790275,1,1,479,40945,36,easy,medium
456666028139,1,1,1624,122622,33,easy,large
476414880660,1,1,1624,122622,33,easy,large
314048431397,1,1,1624,122622,33,easy,large
752856441164,1,1,1624,122622,33,easy,large
567935925978,1,1,1624,122622,33,easy,large
615947221682,1,1,2888,67479,64,easy,medium
280871549101,1,1,827,64735,34,easy,medium
960908518071,1,1,827,64735,34,easy,medium
665287667407,1,1,827,64735,34,easy,medium
230582573383,1,1,827,64735,34,easy,medium
203339145749,1,1,827,64735,34,easy,medium
195875463519,1,1,827,64735,34,easy,medium
578982595950,1,1,827,64735,34,easy,medium
389771066107,1,1,827,64735,34,easy,medium
164866621823,1,1,827,64735,34,easy,medium
895445779696,1,1,827,64735,34,easy,medium
416185060925,1,1,827,64735,34,easy,medium
510255085246,1,1,827,64735,34,easy,medium
683978809180,1,1,827,64735,34,easy,medium
679116021620,1,1,827,64735,34,easy,medium
190169307042,1,1,827,64735,34,easy,medium
752593017322,1,1,827,64735,34,easy,medium
218450106522,1,1,827,64735,34,easy,medium
122070957868,1,1,827,64735,34,easy,medium
300349691517,1,1,827,64735,34,easy,medium
461180447561,1,1,827,64735,34,easy,medium
898592259142,1,1,827,64735,34,easy,medium
611223882805,1,1,827,64735,34,easy,medium
625741132951,1,1,827,64735,34,easy,medium
707880098889,1,1,827,64735,34,easy,medium
542594518977,1,1,827,64735,34,easy,medium
835881700458,1,1,827,64735,34,easy,medium
824837655726,1,1,827,64735,34,easy,medium
867915523079,1,1,1668,40010,80,easy,medium
287312112957,1,1,7902,478095,461,easy,large
483340042765,1,1,7902,478095,461,easy,large
184104402600,1,1,7902,478095,461,easy,large
734603544380,1,1,2071,53878,162,easy,medium
515119082223,1,1,2071,53878,162,easy,medium
765099915043,1,1,2071,53878,162,easy,medium
274437030729,1,1,2071,53878,162,easy,medium
948959488177,1,1,2071,53878,162,easy,medium
559162831901,1,1,2071,53878,162,easy,medium
507262020810,1,1,2071,53878,162,easy,medium
479397692370,1,1,2071,53878,162,easy,medium
436366465098,1,1,2071,53878,162,easy,medium
170551099120,1,1,2071,53878,162,easy,medium
239379983732,1,1,7980,207842,69,easy,large
7376742932,1,1,7980,207842,69,easy,large
26064677954,1,1,7980,207842,69,easy,large
610166884431,1,1,7980,207842,69,easy,large
824221792402,1,1,7980,207842,69,easy,large
979223995082,1,1,7980,207842,69,easy,large
976161070927,1,1,7980,207842,69,easy,large
238938177304,1,1,7980,207842,69,easy,large
137696305661,1,1,7980,207842,69,easy,large
54766963915,1,1,7980,207842,69,easy,large
959479366750,1,1,7980,207842,69,easy,large
672609076943,1,1,7980,207842,69,easy,large
809670489924,1,1,1495,25934,133,easy,medium
703558503922,1,1,1495,25934,133,easy,medium
219250483082,1,1,1495,25934,133,easy,medium
283771574796,1,1,1495,25934,133,easy,medium
654089349285,1,1,495,18891,47,easy,medium
762826378804,1,1,1265,42058,26,easy,medium
317036402986,1,1,1265,42058,26,easy,medium
27727737447,1,1,1265,42058,26,easy,medium
601783641769,1,1,1265,42058,26,easy,medium
791503251376,1,1,1265,42058,26,easy,medium
164166717957,1,1,1265,42058,26,easy,medium
209348163768,1,1,1265,42058,26,easy,medium
395518444046,1,1,1265,42058,26,easy,medium
300658663407,1,1,1348,321692,99,easy,large
120221953749,1,1,1348,321692,99,easy,large
630332587977,1,1,1348,321692,99,easy,large
811999205349,1,1,1348,321692,99,easy,large
990883415207,1,1,1348,321692,99,easy,large
12375070959,1,1,1348,321692,99,easy,large
167252335166,1,1,1348,321692,99,easy,large
409702885303,1,1,1348,321692,99,easy,large
203965744358,1,1,1348,321692,99,easy,large
372403500057,1,1,2426,441494,63,easy,large
42170627483,1,1,2426,441494,63,easy,large
479334250816,1,1,2426,441494,63,easy,large
325508748777,1,1,766,53317,26,easy,medium
850385692556,1,1,766,53317,26,easy,medium
576835630666,1,1,1286,64885,43,easy,medium
49472848586,1,1,1286,64885,43,easy,medium
910673739950,1,1,1286,64885,43,easy,medium
29257980436,1,1,242,10032,6,easy,medium
117796605389,1,1,1585,66187,20,easy,medium
886584727652,1,1,1585,66187,20,easy,medium
838393602727,1,1,438,125070,7,easy,large
131107658398,1,1,539,85981,28,easy,medium
530598542251,1,1,605,81375,26,easy,medium
172881523060,1,1,605,81375,26,easy,medium
83024680479,1,1,605,81375,26,easy,medium
95852485835,1,1,486,19298,28,easy,medium
190161517636,1,1,486,19298,28,easy,medium
401183688500,1,1,486,19298,28,easy,medium
124218415151,1,1,486,19298,28,easy,medium
298747295667,1,1,486,19298,28,easy,medium
691128606145,1,1,486,19298,28,easy,medium
879998518222,1,1,486,19298,28,easy,medium
293493941862,1,1,486,19298,28,easy,medium
672665822978,1,1,486,19298,28,easy,medium
884805918649,1,1,486,19298,28,easy,medium
325089916934,1,1,486,19298,28,easy,medium
966060305144,1,1,486,19298,28,easy,medium
146552689294,1,1,486,19298,28,easy,medium
143627738161,1,1,486,19298,28,easy,medium
806634099773,1,1,486,19298,28,easy,medium
849902994295,1,1,486,19298,28,easy,medium
485238724556,1,1,486,19298,28,easy,medium
434933580719,1,1,486,19298,28,easy,medium
976168814843,1,1,486,19298,28,easy,medium
833555383423,1,1,486,19298,28,easy,medium
446901941937,1,1,486,19298,28,easy,medium
842493241305,1,1,912,44075,106,easy,medium
21054225172,1,1,912,44075,106,easy,medium
186405798120,1,1,912,44075,106,easy,medium
911271203201,1,1,912,44075,106,easy,medium
616384029003,1,1,1259,726524,21,easy,large
598810736691,1,1,1259,726524,21,easy,large
922744907537,1,1,1259,726524,21,easy,large
249587136742,1,1,1259,726524,21,easy,large
18238994042,1,1,1259,726524,21,easy,large
807337690904,1,1,1259,726524,21,easy,large
261401508580,1,1,1259,726524,21,easy,large
215446707250,1,1,1259,726524,21,easy,large
77792755679,1,1,1259,726524,21,easy,large
54373966743,1,1,1259,726524,21,easy,large
35316595041,1,1,175,9743,8,easy,small
530425607472,1,1,175,9743,8,easy,small
107753764139,1,1,175,9743,8,easy,small
778418369842,1,1,175,9743,8,easy,small
567496080412,1,1,728,21764,28,easy,medium
329805229724,1,1,511,23614,79,easy,medium
416634263862,1,1,721,127793,36,easy,large
461819971080,1,1,2491,30692,66,easy,medium
442687046824,1,1,2491,30692,66,easy,medium
229316928753,1,1,2491,30692,66,easy,medium
489672636767,1,1,2491,30692,66,easy,medium
420089262511,1,1,2491,30692,66,easy,medium
35571962588,1,1,2491,30692,66,easy,medium
997882935345,1,1,2491,30692,66,easy,medium
791684313047,1,1,2491,30692,66,easy,medium
73925695856,1,1,2491,30692,66,easy,medium
547640584307,1,1,2491,30692,66,easy,medium
372317095679,1,1,2491,30692,66,easy,medium
563597886573,1,1,2491,30692,66,easy,medium
562085341840,1,1,2491,30692,66,easy,medium
823701492337,1,1,2491,30692,66,easy,medium
823672850127,1,1,2491,30692,66,easy,medium
335641628983,1,1,2491,30692,66,easy,medium
485062116099,1,1,2491,30692,66,easy,medium
665074721362,1,1,2491,30692,66,easy,medium
102729026392,1,1,2491,30692,66,easy,medium
553889074834,1,1,2491,30692,66,easy,medium
927552173488,1,1,2491,30692,66,easy,medium
435705564173,1,1,2491,30692,66,easy,medium
548379081725,1,1,2491,30692,66,easy,medium
370534903136,1,1,2531,81053,63,easy,medium
377849635108,1,1,2531,81053,63,easy,medium
531663900550,1,1,2531,81053,63,easy,medium
521808026958,1,1,2531,81053,63,easy,medium
531696116452,1,1,2531,81053,63,easy,medium
881098065430,1,1,2531,81053,63,easy,medium
975601041163,1,1,2531,81053,63,easy,medium
203539966931,1,1,2531,81053,63,easy,medium
390326301297,1,1,2531,81053,63,easy,medium
737380786636,1,1,2531,81053,63,easy,medium
524892982108,1,1,2531,81053,63,easy,medium
526181689064,1,1,1021,35287,30,easy,medium
809988552721,1,1,1011,57933,36,easy,medium
219463890678,1,1,716,50244,25,easy,medium
861987333005,1,1,1058,38743,20,easy,medium
673670786650,1,1,1058,38743,20,easy,medium
249819479680,1,1,1096,15427,40,easy,medium
160013424826,1,1,971,138509,41,easy,large
895272203029,1,1,971,138509,41,easy,large
922038930101,1,1,971,138509,41,easy,large
27785054052,1,1,971,138509,41,easy,large
731986363195,1,1,971,138509,41,easy,large
347639123651,1,1,971,138509,41,easy,large
579645189872,1,1,971,138509,41,easy,large
450800716651,1,1,436,59631,24,easy,medium
96377909446,1,1,436,59631,24,easy,medium
651033380113,1,1,436,59631,24,easy,medium
758742228984,1,1,436,59631,24,easy,medium
810423546133,1,1,436,59631,24,easy,medium
319760109779,1,1,436,59631,24,easy,medium
838386290601,1,1,436,59631,24,easy,medium
827456040353,1,1,436,59631,24,easy,medium
523598922540,1,1,1404,30772,111,easy,medium
432339821568,1,1,1404,30772,111,easy,medium
353945844563,1,1,857,34268,22,easy,medium
260077154096,1,1,857,34268,22,easy,medium
854418523194,1,1,431,16583,23,easy,medium
254112328020,1,1,198,5806,41,easy,small
173524980836,1,1,198,5806,41,easy,small
939549603391,1,1,198,5806,41,easy,small
514372628632,1,1,198,5806,41,easy,small
785366207525,1,1,198,5806,41,easy,small
731677227344,1,1,198,5806,41,easy,small
830929311396,1,1,198,5806,41,easy,small
133728812294,1,1,198,5806,41,easy,small
244949141056,1,1,198,5806,41,easy,small
151547044082,1,1,198,5806,41,easy,small
681966318271,1,1,1101,61456,41,easy,medium
432293585387,1,1,1637,10531,37,easy,medium
786449541166,1,1,746,1109601,9,easy,huge
930159867045,1,1,746,1109601,9,easy,huge
980577775873,1,1,746,1109601,9,easy,huge
547355197520,1,1,545,64079,59,easy,medium
615188380502,1,1,235,16678,14,easy,medium
203044651594,1,1,71,23662,16,easy,medium
402397190052,1,1,178,2485,8,easy,small
722989476529,1,1,427,538754,22,easy,large
519281069297,1,1,427,538754,22,easy,large
414271116318,1,1,230,26285,22,easy,medium
942497125468,1,1,560,70055,88,easy,medium
875798349729,1,1,405,55194,37,easy,medium
343616822280,1,1,405,55194,37,easy,medium
884710479881,1,1,405,55194,37,easy,medium
380509098637,1,1,405,55194,37,easy,medium
421933722424,1,1,405,55194,37,easy,medium
790659170151,1,1,184,9520,14,easy,small
879341243018,1,1,184,9520,14,easy,small
920866924059,1,1,184,9520,14,easy,small
830125785168,1,1,184,9520,14,easy,small
42427742358,1,1,184,9520,14,easy,small
103174421845,1,1,184,9520,14,easy,small
173529495030,1,1,4797,122794,128,easy,large
291944185739,1,1,5300,31920,144,easy,medium
802775811536,1,1,185,818946,33,easy,large
135757895111,1,1,185,818946,33,easy,large
172409570361,1,1,185,818946,33,easy,large
321687377148,1,1,140,26394,19,easy,medium
623160877236,1,1,140,26394,19,easy,medium
366312584498,1,1,2963,58089,17,easy,medium
563893294312,1,1,1692,96320,34,easy,medium
804769946527,1,1,1692,96320,34,easy,medium
723962538754,1,1,1692,96320,34,easy,medium
437910407439,1,1,268,23991,5,easy,medium
744222733865,1,1,268,23991,5,easy,medium
472663786750,1,1,321,3230,31,easy,small
992622303832,1,1,1491,17553,291,easy,medium
153054958748,1,1,9192,502313,277,easy,large
118865208997,1,1,1369,11603,190,easy,medium
360406191090,1,1,2032,314830,36,easy,large
386872121439,1,1,2032,314830,36,easy,large
700152561912,1,1,2032,314830,36,easy,large
836238854823,1,1,1532,109316,124,easy,large
607565471680,1,1,6630,65490,162,easy,medium
351193898173,1,1,11004,122031,139,easy,large
889155854283,1,1,946,31383,21,easy,medium
213774833340,1,1,18582,2500524,383,easy,huge
800571155403,1,1,18582,2500524,383,easy,huge
192252813353,1,1,18582,2500524,383,easy,huge
966765820113,1,1,3619,141740,132,easy,large
134972618836,1,1,3619,141740,132,easy,large
568411318840,1,1,3619,141740,132,easy,large
35906434848,1,1,6602,185825,139,easy,large
518818607442,1,1,1102,117952,136,easy,large
954815690511,1,1,1102,117952,136,easy,large
465954950719,1,1,3890,94087,159,easy,medium
601393915998,1,1,3890,94087,159,easy,medium
550413217582,1,1,1746,47275,21,easy,medium
385786619918,1,1,1320,196943,151,easy,large
964336776848,1,1,3622,47512,151,easy,medium
639184892295,1,1,3622,47512,151,easy,medium
783289052658,1,1,246,3157,33,easy,small
242047917745,1,1,4556,1354862,101,easy,huge
916307846393,1,1,4556,1354862,101,easy,huge
891134878759,1,1,4556,1354862,101,easy,huge
197238875522,1,1,4556,1354862,101,easy,huge
752285151573,1,1,4556,1354862,101,easy,huge
461318739825,1,1,4556,1354862,101,easy,huge
217512180114,1,1,4556,1354862,101,easy,huge
309271888361,1,1,4556,1354862,101,easy,huge
30535717363,1,1,4556,1354862,101,easy,huge
146020521474,1,1,4556,1354862,101,easy,huge
572331123926,1,1,4556,1354862,101,easy,huge
418892585292,1,1,4556,1354862,101,easy,huge
974692188592,1,1,4556,1354862,101,easy,huge
822938093687,1,1,4556,1354862,101,easy,huge
514749726947,1,1,4556,1354862,101,easy,huge
644837305430,1,1,194,37376,11,easy,medium
217723569344,1,1,4285,69643,73,easy,medium
240107024706,1,1,119,2947,21,easy,small
26340290741,1,1,413,26763,35,easy,medium
131781923267,1,1,453,5215,9,easy,small
721119277067,1,1,453,5215,9,easy,small
753347001855,1,1,4958,170970,301,easy,large
468583085338,1,1,4958,170970,301,easy,large
650348189654,1,1,4958,170970,301,easy,large
238131964336,1,1,997,19683,62,easy,medium
723936215149,1,1,997,19683,62,easy,medium
259932261229,1,1,997,19683,62,easy,medium
684591616730,1,1,997,19683,62,easy,medium
192421305001,1,1,997,19683,62,easy,medium
386170020294,1,1,997,19683,62,easy,medium
522196544727,1,1,997,19683,62,easy,medium
371824998441,1,1,997,19683,62,easy,medium
86811399170,1,1,997,19683,62,easy,medium
682265236254,1,1,997,19683,62,easy,medium
759986671741,1,1,997,19683,62,easy,medium
82032698342,1,1,997,19683,62,easy,medium
210429540231,1,1,997,19683,62,easy,medium
57230533443,1,1,997,19683,62,easy,medium
568854254076,1,1,5210,264430,96,easy,large
796804316249,1,1,1702,44178,39,easy,medium
583067528930,1,1,2936,79912,42,easy,medium
514092353053,1,1,2936,79912,42,easy,medium
764424643879,1,1,9196,140821,395,easy,large
22924018001,1,1,2279,88843,81,easy,medium
823245019634,1,1,5566,97211,198,easy,medium
319938361487,1,1,557,4956,27,easy,small
325155169493,1,1,1158,19817,62,easy,medium
281302116639,1,1,1905,38009,45,easy,medium
192045877951,1,1,2034,169502,165,easy,large
651031498269,1,1,2491,27167,118,easy,medium
141029803917,1,1,1464,90019,52,easy,medium
549980692765,1,1,1503,39290,11,easy,medium
591583863134,1,1,1503,39290,11,easy,medium
666809919240,1,1,1786,167905,132,easy,large
147694826881,1,1,1439,56239,70,easy,medium
236822274021,1,1,921,8333,55,easy,small
840746943170,1,1,2049,21002,166,easy,medium
533140668739,1,1,2051,12318,36,easy,medium
